drug_id,drug_name,atc_code,atc_level1,atc_level1_name,atc_level2,atc_level3,atc_level4,atc_level5,level_name,primary_category
DB00661,Verapamil,C08DA51,C,Cardiovascular system,C08,C08D,C08DA,C08DA51,Phenylalkylamine derivatives,C
DB00661,Verapamil,C08DA01,C,Cardiovascular system,C08,C08D,C08DA,C08DA01,Phenylalkylamine derivatives,C
DB00662,Trimethobenzamide,R06AA10,R,Respiratory system,R06,R06A,R06AA,R06AA10,Aminoalkyl ethers,R
DB00663,Flumethasone,D07AB03,D,Dermatologicals,D07,D07A,D07AB,D07AB03,"Corticosteroids, moderately potent (group II)",D
DB00663,Flumethasone,D07BB01,D,Dermatologicals,D07,D07B,D07BB,D07BB01,"Corticosteroids, moderately potent, combinations with antiseptics",D
DB00663,Flumethasone,D07CB05,D,Dermatologicals,D07,D07C,D07CB,D07CB05,"Corticosteroids, moderately potent, combinations with antibiotics",D
DB00663,Flumethasone,S02CA02,S,Sensory organs,S02,S02C,S02CA,S02CA02,Corticosteroids and antiinfectives in combination,S
DB00663,Flumethasone,D07XB01,D,Dermatologicals,D07,D07X,D07XB,D07XB01,"Corticosteroids, moderately potent, other combinations",D
DB00664,Sulfametopyrazine,G01AE10,G,Genito-urinary system and sex hormones,G01,G01A,G01AE,G01AE10,Sulfonamides,G
DB00664,Sulfametopyrazine,J01ED02,J,Antiinfectives for systemic use,J01,J01E,J01ED,J01ED02,Long-acting sulfonamides,J
DB00665,Nilutamide,L02BB02,L,Antineoplastic and immunomodulating agents,L02,L02B,L02BB,L02BB02,Anti-androgens,L
DB00666,Nafarelin,H01CA02,H,Systemic hormonal preparations,H01,H01C,H01CA,H01CA02,Gonadotropin-releasing hormones,H
DB00668,Epinephrine,A01AD01,A,Alimentary tract and metabolism,A01,A01A,A01AD,A01AD01,Other agents for local oral treatment,A
DB00668,Epinephrine,R03AK01,R,Respiratory system,R03,R03A,R03AK,R03AK01,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",R
DB00668,Epinephrine,B02BC09,B,Blood and blood forming organs,B02,B02B,B02BC,B02BC09,Local hemostatics,B
DB00668,Epinephrine,C01CA24,C,Cardiovascular system,C01,C01C,C01CA,C01CA24,Adrenergic and dopaminergic agents,C
DB00668,Epinephrine,S01EA01,S,Sensory organs,S01,S01E,S01EA,S01EA01,Sympathomimetics in glaucoma therapy,S
DB00668,Epinephrine,R01AA14,R,Respiratory system,R01,R01A,R01AA,R01AA14,"Sympathomimetics, plain",R
DB00668,Epinephrine,R03AA01,R,Respiratory system,R03,R03A,R03AA,R03AA01,Alpha- and beta-adrenoreceptor agonists,R
DB00668,Epinephrine,S01EA51,S,Sensory organs,S01,S01E,S01EA,S01EA51,Sympathomimetics in glaucoma therapy,S
DB00669,Sumatriptan,N02CC01,N,Nervous system,N02,N02C,N02CC,N02CC01,Selective serotonin (5HT1) agonists,N
DB00669,Sumatriptan,G01AE10,G,Genito-urinary system and sex hormones,G01,G01A,G01AE,G01AE10,Sulfonamides,G
DB00670,Pirenzepine,A02BX03,A,Alimentary tract and metabolism,A02,A02B,A02BX,A02BX03,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A
DB00671,Cefixime,J01DD08,J,Antiinfectives for systemic use,J01,J01D,J01DD,J01DD08,Third-generation cephalosporins,J
DB00672,Chlorpropamide,A10BB02,A,Alimentary tract and metabolism,A10,A10B,A10BB,A10BB02,Sulfonylureas,A
DB00673,Aprepitant,A04AD12,A,Alimentary tract and metabolism,A04,A04A,A04AD,A04AD12,Other antiemetics,A
DB00674,Galantamine,N06DA04,N,Nervous system,N06,N06D,N06DA,N06DA04,Anticholinesterases,N
DB00675,Tamoxifen,L02BA01,L,Antineoplastic and immunomodulating agents,L02,L02B,L02BA,L02BA01,Anti-estrogens,L
DB00676,Benzyl benzoate,P03AX01,P,Antiparasitic products,P03,P03A,P03AX,P03AX01,"Other ectoparasiticides, incl. scabicides",P
DB00678,Losartan,C09CA01,C,Cardiovascular system,C09,C09C,C09CA,C09CA01,"Angiotensin II receptor blockers (ARBs), plain",C
DB00678,Losartan,C09DA01,C,Cardiovascular system,C09,C09D,C09DA,C09DA01,Angiotensin II receptor blockers (ARBs) and diuretics,C
DB00678,Losartan,C09DB06,C,Cardiovascular system,C09,C09D,C09DB,C09DB06,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,C
DB00679,Thioridazine,N05AC02,N,Nervous system,N05,N05A,N05AC,N05AC02,Phenothiazines with piperidine structure,N
DB00680,Moricizine,C01BG01,C,Cardiovascular system,C01,C01B,C01BG,C01BG01,"Other antiarrhythmics, class I and III",C
DB00681,Amphotericin B,G01AA03,G,Genito-urinary system and sex hormones,G01,G01A,G01AA,G01AA03,Antibiotics,G
DB00681,Amphotericin B,A07AA07,A,Alimentary tract and metabolism,A07,A07A,A07AA,A07AA07,Antibiotics,A
DB00681,Amphotericin B,A01AB04,A,Alimentary tract and metabolism,A01,A01A,A01AB,A01AB04,Antiinfectives and antiseptics for local oral treatment,A
DB00681,Amphotericin B,J02AA01,J,Antiinfectives for systemic use,J02,J02A,J02AA,J02AA01,Antibiotics,J
DB00682,Warfarin,B01AA03,B,Blood and blood forming organs,B01,B01A,B01AA,B01AA03,Vitamin K antagonists,B
DB00683,Midazolam,N05CD08,N,Nervous system,N05,N05C,N05CD,N05CD08,Benzodiazepine derivatives,N
DB00684,Tobramycin,S01AA12,S,Sensory organs,S01,S01A,S01AA,S01AA12,Antibiotics,S
DB00684,Tobramycin,J01GB01,J,Antiinfectives for systemic use,J01,J01G,J01GB,J01GB01,Other aminoglycosides,J
DB00685,Trovafloxacin,J01MA13,J,Antiinfectives for systemic use,J01,J01M,J01MA,J01MA13,Fluoroquinolones,J
DB00686,Pentosan Polysulfate,C05BA04,C,Cardiovascular system,C05,C05B,C05BA,C05BA04,Heparins or heparinoids for topical use,C
DB00686,Pentosan Polysulfate,G04BX15,G,Genito-urinary system and sex hormones,G04,G04B,G04BX,G04BX15,Other urologicals,G
DB00687,Fludrocortisone,S02CA07,S,Sensory organs,S02,S02C,S02CA,S02CA07,Corticosteroids and antiinfectives in combination,S
DB00687,Fludrocortisone,S01CA06,S,Sensory organs,S01,S01C,S01CA,S01CA06,Corticosteroids and antiinfectives in combination,S
DB00687,Fludrocortisone,H02AA02,H,Systemic hormonal preparations,H02,H02A,H02AA,H02AA02,Mineralocorticoids,H
DB00687,Fludrocortisone,S03CA05,S,Sensory organs,S03,S03C,S03CA,S03CA05,Corticosteroids and antiinfectives in combination,S
DB00690,Flurazepam,N05CD01,N,Nervous system,N05,N05C,N05CD,N05CD01,Benzodiazepine derivatives,N
DB00691,Moexipril,C09AA13,C,Cardiovascular system,C09,C09A,C09AA,C09AA13,"ACE inhibitors, plain",C
DB00691,Moexipril,C09BA13,C,Cardiovascular system,C09,C09B,C09BA,C09BA13,ACE inhibitors and diuretics,C
DB00692,Phentolamine,V03AB36,V,Various,V03,V03A,V03AB,V03AB36,Antidotes,V
DB00692,Phentolamine,C04AB01,C,Cardiovascular system,C04,C04A,C04AB,C04AB01,Imidazoline derivatives,C
DB00693,Fluorescein,S01JA01,S,Sensory organs,S01,S01J,S01JA,S01JA01,Colouring agents,S
DB00693,Fluorescein,S01JA51,S,Sensory organs,S01,S01J,S01JA,S01JA51,Colouring agents,S
DB00694,Daunorubicin,L01DB02,L,Antineoplastic and immunomodulating agents,L01,L01D,L01DB,L01DB02,Anthracyclines and related substances,L
DB00694,Daunorubicin,L01XY01,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XY,L01XY01,Combinations of antineoplastic agents,L
DB00695,Furosemide,C03EB01,C,Cardiovascular system,C03,C03E,C03EB,C03EB01,High-ceiling diuretics and potassium-sparing agents,C
DB00695,Furosemide,C03CA01,C,Cardiovascular system,C03,C03C,C03CA,C03CA01,"Sulfonamides, plain",C
DB00695,Furosemide,C03CB01,C,Cardiovascular system,C03,C03C,C03CB,C03CB01,Sulfonamides and potassium in combination,C
DB00695,Furosemide,G01AE10,G,Genito-urinary system and sex hormones,G01,G01A,G01AE,G01AE10,Sulfonamides,G
DB00696,Ergotamine,N02CA02,N,Nervous system,N02,N02C,N02CA,N02CA02,Ergot alkaloids,N
DB00696,Ergotamine,N02CA52,N,Nervous system,N02,N02C,N02CA,N02CA52,Ergot alkaloids,N
DB00696,Ergotamine,N02CA72,N,Nervous system,N02,N02C,N02CA,N02CA72,Ergot alkaloids,N
DB00697,Tizanidine,M03BX02,M,Musculo-skeletal system,M03,M03B,M03BX,M03BX02,Other centrally acting agents,M
DB00698,Nitrofurantoin,J01XE01,J,Antiinfectives for systemic use,J01,J01X,J01XE,J01XE01,Nitrofuran derivatives,J
DB00698,Nitrofurantoin,J01XE51,J,Antiinfectives for systemic use,J01,J01X,J01XE,J01XE51,Nitrofuran derivatives,J
DB00699,Nicergoline,C04AE02,C,Cardiovascular system,C04,C04A,C04AE,C04AE02,Ergot alkaloids,C
DB00700,Eplerenone,C03DA04,C,Cardiovascular system,C03,C03D,C03DA,C03DA04,Aldosterone antagonists,C
DB00701,Amprenavir,J05AE05,J,Antiinfectives for systemic use,J05,J05A,J05AE,J05AE05,Protease inhibitors,J
DB00703,Methazolamide,S01EC05,S,Sensory organs,S01,S01E,S01EC,S01EC05,Carbonic anhydrase inhibitors,S
DB00704,Naltrexone,N02AA56,N,Nervous system,N02,N02A,N02AA,N02AA56,Natural opium alkaloids,N
DB00704,Naltrexone,N07BB04,N,Nervous system,N07,N07B,N07BB,N07BB04,Drugs used in alcohol dependence,N
DB00704,Naltrexone,A08AA62,A,Alimentary tract and metabolism,A08,A08A,A08AA,A08AA62,Centrally acting antiobesity products,A
DB00705,Delavirdine,J05AG02,J,Antiinfectives for systemic use,J05,J05A,J05AG,J05AG02,Non-nucleoside reverse transcriptase inhibitors,J
DB00706,Tamsulosin,G04CA52,G,Genito-urinary system and sex hormones,G04,G04C,G04CA,G04CA52,Alpha-adrenoreceptor antagonists,G
DB00706,Tamsulosin,G04CA02,G,Genito-urinary system and sex hormones,G04,G04C,G04CA,G04CA02,Alpha-adrenoreceptor antagonists,G
DB00706,Tamsulosin,G04CA53,G,Genito-urinary system and sex hormones,G04,G04C,G04CA,G04CA53,Alpha-adrenoreceptor antagonists,G
DB00707,Porfimer sodium,L01XD01,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XD,L01XD01,Sensitizers used in photodynamic/radiation therapy,L
DB00708,Sufentanil,N01AH03,N,Nervous system,N01,N01A,N01AH,N01AH03,Opioid anesthetics,N
DB00709,Lamivudine,J05AR02,J,Antiinfectives for systemic use,J05,J05A,J05AR,J05AR02,"Antivirals for treatment of HIV infections, combinations",J
DB00709,Lamivudine,J05AR11,J,Antiinfectives for systemic use,J05,J05A,J05AR,J05AR11,"Antivirals for treatment of HIV infections, combinations",J
DB00709,Lamivudine,J05AR07,J,Antiinfectives for systemic use,J05,J05A,J05AR,J05AR07,"Antivirals for treatment of HIV infections, combinations",J
DB00709,Lamivudine,J05AR01,J,Antiinfectives for systemic use,J05,J05A,J05AR,J05AR01,"Antivirals for treatment of HIV infections, combinations",J
DB00709,Lamivudine,J05AR13,J,Antiinfectives for systemic use,J05,J05A,J05AR,J05AR13,"Antivirals for treatment of HIV infections, combinations",J
DB00709,Lamivudine,J05AR12,J,Antiinfectives for systemic use,J05,J05A,J05AR,J05AR12,"Antivirals for treatment of HIV infections, combinations",J
DB00709,Lamivudine,J05AR24,J,Antiinfectives for systemic use,J05,J05A,J05AR,J05AR24,"Antivirals for treatment of HIV infections, combinations",J
DB00709,Lamivudine,J05AR04,J,Antiinfectives for systemic use,J05,J05A,J05AR,J05AR04,"Antivirals for treatment of HIV infections, combinations",J
DB00709,Lamivudine,J05AR16,J,Antiinfectives for systemic use,J05,J05A,J05AR,J05AR16,"Antivirals for treatment of HIV infections, combinations",J
DB00709,Lamivudine,J05AR05,J,Antiinfectives for systemic use,J05,J05A,J05AR,J05AR05,"Antivirals for treatment of HIV infections, combinations",J
DB00709,Lamivudine,J05AF05,J,Antiinfectives for systemic use,J05,J05A,J05AF,J05AF05,Nucleoside and nucleotide reverse transcriptase inhibitors,J
DB00710,Ibandronate,M05BA06,M,Musculo-skeletal system,M05,M05B,M05BA,M05BA06,Bisphosphonates,M
DB00710,Ibandronate,M05BB09,M,Musculo-skeletal system,M05,M05B,M05BB,M05BB09,"Bisphosphonates, combinations",M
DB00711,Diethylcarbamazine,P02CB02,P,Antiparasitic products,P02,P02C,P02CB,P02CB02,Piperazine and derivatives,P
DB00712,Flurbiprofen,M02AA19,M,Musculo-skeletal system,M02,M02A,M02AA,M02AA19,"Antiinflammatory preparations, non-steroids for topical use",M
DB00712,Flurbiprofen,M01AE09,M,Musculo-skeletal system,M01,M01A,M01AE,M01AE09,Propionic acid derivatives,M
DB00712,Flurbiprofen,R02AX01,R,Respiratory system,R02,R02A,R02AX,R02AX01,Other throat preparations,R
DB00712,Flurbiprofen,S01BC04,S,Sensory organs,S01,S01B,S01BC,S01BC04,"Antiinflammatory agents, non-steroids",S
DB00713,Oxacillin,J01CR50,J,Antiinfectives for systemic use,J01,J01C,J01CR,J01CR50,"Combinations of penicillins, incl. beta-lactamase inhibitors",J
DB00713,Oxacillin,J01CF04,J,Antiinfectives for systemic use,J01,J01C,J01CF,J01CF04,Beta-lactamase resistant penicillins,J
DB00714,Apomorphine,G04BE07,G,Genito-urinary system and sex hormones,G04,G04B,G04BE,G04BE07,Drugs used in erectile dysfunction,G
DB00714,Apomorphine,N04BC07,N,Nervous system,N04,N04B,N04BC,N04BC07,Dopamine agonists,N
DB00715,Paroxetine,N06AB05,N,Nervous system,N06,N06A,N06AB,N06AB05,Selective serotonin reuptake inhibitors,N
DB00716,Nedocromil,R03BC03,R,Respiratory system,R03,R03B,R03BC,R03BC03,"Antiallergic agents, excl. corticosteroids",R
DB00716,Nedocromil,R01AC07,R,Respiratory system,R01,R01A,R01AC,R01AC07,"Antiallergic agents, excl. corticosteroids",R
DB00716,Nedocromil,S01GX04,S,Sensory organs,S01,S01G,S01GX,S01GX04,Other antiallergics,S
DB00717,Norethisterone,G03DC02,G,Genito-urinary system and sex hormones,G03,G03D,G03DC,G03DC02,Estren derivatives,G
DB00717,Norethisterone,G03AA05,G,Genito-urinary system and sex hormones,G03,G03A,G03AA,G03AA05,"Progestogens and estrogens, fixed combinations",G
DB00717,Norethisterone,G03AB04,G,Genito-urinary system and sex hormones,G03,G03A,G03AB,G03AB04,"Progestogens and estrogens, sequential preparations",G
DB00717,Norethisterone,G03AC01,G,Genito-urinary system and sex hormones,G03,G03A,G03AC,G03AC01,Progestogens,G
DB00717,Norethisterone,G03FA01,G,Genito-urinary system and sex hormones,G03,G03F,G03FA,G03FA01,"Progestogens and estrogens, fixed combinations",G
DB00717,Norethisterone,G03FB05,G,Genito-urinary system and sex hormones,G03,G03F,G03FB,G03FB05,"Progestogens and estrogens, sequential preparations",G
DB00718,Adefovir dipivoxil,J05AF08,J,Antiinfectives for systemic use,J05,J05A,J05AF,J05AF08,Nucleoside and nucleotide reverse transcriptase inhibitors,J
DB00719,Azatadine,R06AX09,R,Respiratory system,R06,R06A,R06AX,R06AX09,Other antihistamines for systemic use,R
DB00720,Clodronic acid,M05BA02,M,Musculo-skeletal system,M05,M05B,M05BA,M05BA02,Bisphosphonates,M
DB00721,Procaine,N01BA52,N,Nervous system,N01,N01B,N01BA,N01BA52,Esters of aminobenzoic acid,N
DB00721,Procaine,C05AD05,C,Cardiovascular system,C05,C05A,C05AD,C05AD05,Local anesthetics,C
DB00721,Procaine,S01HA05,S,Sensory organs,S01,S01H,S01HA,S01HA05,Local anesthetics,S
DB00721,Procaine,N01BA02,N,Nervous system,N01,N01B,N01BA,N01BA02,Esters of aminobenzoic acid,N
DB00722,Lisinopril,C09BA03,C,Cardiovascular system,C09,C09B,C09BA,C09BA03,ACE inhibitors and diuretics,C
DB00722,Lisinopril,C10BX07,C,Cardiovascular system,C10,C10B,C10BX,C10BX07,"HMG CoA reductase inhibitors, other combinations",C
DB00722,Lisinopril,C09AA03,C,Cardiovascular system,C09,C09A,C09AA,C09AA03,"ACE inhibitors, plain",C
DB00722,Lisinopril,C09BB03,C,Cardiovascular system,C09,C09B,C09BB,C09BB03,ACE inhibitors and calcium channel blockers,C
DB00723,Methoxamine,C01CA10,C,Cardiovascular system,C01,C01C,C01CA,C01CA10,Adrenergic and dopaminergic agents,C
DB00724,Imiquimod,D06BB10,D,Dermatologicals,D06,D06B,D06BB,D06BB10,Antivirals,D
DB00725,Homatropine methylbromide,A03CB04,A,Alimentary tract and metabolism,A03,A03C,A03CB,A03CB04,Belladonna and derivatives in combination with psycholeptics,A
DB00726,Trimipramine,N06AA06,N,Nervous system,N06,N06A,N06AA,N06AA06,Non-selective monoamine reuptake inhibitors,N
DB00727,Nitroglycerin,C01DA02,C,Cardiovascular system,C01,C01D,C01DA,C01DA02,Organic nitrates,C
DB00727,Nitroglycerin,C05AE01,C,Cardiovascular system,C05,C05A,C05AE,C05AE01,Muscle relaxants,C
DB00727,Nitroglycerin,C01DA52,C,Cardiovascular system,C01,C01D,C01DA,C01DA52,Organic nitrates,C
DB00728,Rocuronium,M03AC09,M,Musculo-skeletal system,M03,M03A,M03AC,M03AC09,Other quaternary ammonium compounds,M
DB00730,Thiabendazole,D01AC06,D,Dermatologicals,D01,D01A,D01AC,D01AC06,Imidazole and triazole derivatives,D
DB00730,Thiabendazole,P02CA02,P,Antiparasitic products,P02,P02C,P02CA,P02CA02,Benzimidazole derivatives,P
DB00731,Nateglinide,A10BX03,A,Alimentary tract and metabolism,A10,A10B,A10BX,A10BX03,"Other blood glucose lowering drugs, excl. insulins",A
DB00733,Pralidoxime,V03AB04,V,Various,V03,V03A,V03AB,V03AB04,Antidotes,V
DB00734,Risperidone,N05AX08,N,Nervous system,N05,N05A,N05AX,N05AX08,Other antipsychotics,N
DB00735,Naftifine,D01AE22,D,Dermatologicals,D01,D01A,D01AE,D01AE22,Other antifungals for topical use,D
DB00736,Esomeprazole,A02BD06,A,Alimentary tract and metabolism,A02,A02B,A02BD,A02BD06,Combinations for eradication of Helicobacter pylori,A
DB00736,Esomeprazole,A02BC05,A,Alimentary tract and metabolism,A02,A02B,A02BC,A02BC05,Proton pump inhibitors,A
DB00736,Esomeprazole,M01AE52,M,Musculo-skeletal system,M01,M01A,M01AE,M01AE52,Propionic acid derivatives,M
DB00737,Meclizine,R06AE55,R,Respiratory system,R06,R06A,R06AE,R06AE55,Piperazine derivatives,R
DB00737,Meclizine,R06AE05,R,Respiratory system,R06,R06A,R06AE,R06AE05,Piperazine derivatives,R
DB00738,Pentamidine,P01CX01,P,Antiparasitic products,P01,P01C,P01CX,P01CX01,Other agents against leishmaniasis and trypanosomiasis,P
DB00739,Hetacillin,J01CA18,J,Antiinfectives for systemic use,J01,J01C,J01CA,J01CA18,Penicillins with extended spectrum,J
DB00740,Riluzole,N07XX02,N,Nervous system,N07,N07X,N07XX,N07XX02,Other nervous system drugs,N
DB00741,Hydrocortisone,S01CB03,S,Sensory organs,S01,S01C,S01CB,S01CB03,Corticosteroids/antiinfectives/mydriatics in combination,S
DB00741,Hydrocortisone,A01AC03,A,Alimentary tract and metabolism,A01,A01A,A01AC,A01AC03,Corticosteroids for local oral treatment,A
DB00741,Hydrocortisone,S01BB01,S,Sensory organs,S01,S01B,S01BB,S01BB01,Corticosteroids and mydriatics in combination,S
DB00741,Hydrocortisone,S01CA03,S,Sensory organs,S01,S01C,S01CA,S01CA03,Corticosteroids and antiinfectives in combination,S
DB00741,Hydrocortisone,D07AA02,D,Dermatologicals,D07,D07A,D07AA,D07AA02,"Corticosteroids, weak (group I)",D
DB00741,Hydrocortisone,S01BA02,S,Sensory organs,S01,S01B,S01BA,S01BA02,"Corticosteroids, plain",S
DB00741,Hydrocortisone,D07XA01,D,Dermatologicals,D07,D07X,D07XA,D07XA01,"Corticosteroids, weak, other combinations",D
DB00741,Hydrocortisone,D07BA04,D,Dermatologicals,D07,D07B,D07BA,D07BA04,"Corticosteroids, weak, combinations with antiseptics",D
DB00741,Hydrocortisone,S02CA03,S,Sensory organs,S02,S02C,S02CA,S02CA03,Corticosteroids and antiinfectives in combination,S
DB00741,Hydrocortisone,A07EA02,A,Alimentary tract and metabolism,A07,A07E,A07EA,A07EA02,Corticosteroids acting locally,A
DB00741,Hydrocortisone,S02BA01,S,Sensory organs,S02,S02B,S02BA,S02BA01,Corticosteroids,S
DB00741,Hydrocortisone,R01AD60,R,Respiratory system,R01,R01A,R01AD,R01AD60,Corticosteroids,R
DB00741,Hydrocortisone,H02AB09,H,Systemic hormonal preparations,H02,H02A,H02AB,H02AB09,Glucocorticoids,H
DB00741,Hydrocortisone,D07CA01,D,Dermatologicals,D07,D07C,D07CA,D07CA01,"Corticosteroids, weak, combinations with antibiotics",D
DB00741,Hydrocortisone,S03CA04,S,Sensory organs,S03,S03C,S03CA,S03CA04,Corticosteroids and antiinfectives in combination,S
DB00741,Hydrocortisone,C05AA01,C,Cardiovascular system,C05,C05A,C05AA,C05AA01,Corticosteroids,C
DB00742,Mannitol,B05CX04,B,Blood and blood forming organs,B05,B05C,B05CX,B05CX04,Other irrigating solutions,B
DB00742,Mannitol,A06AD16,A,Alimentary tract and metabolism,A06,A06A,A06AD,A06AD16,Osmotically acting laxatives,A
DB00742,Mannitol,R05CB16,R,Respiratory system,R05,R05C,R05CB,R05CB16,Mucolytics,R
DB00742,Mannitol,B05BC01,B,Blood and blood forming organs,B05,B05B,B05BC,B05BC01,Solutions producing osmotic diuresis,B
DB00743,Gadobenic acid,V08CA08,V,Various,V08,V08C,V08CA,V08CA08,Paramagnetic contrast media,V
DB00745,Modafinil,N06BA07,N,Nervous system,N06,N06B,N06BA,N06BA07,Centrally acting sympathomimetics,N
DB00746,Deferoxamine,V03AC01,V,Various,V03,V03A,V03AC,V03AC01,Iron chelating agents,V
DB00747,Scopolamine,N05CM05,N,Nervous system,N05,N05C,N05CM,N05CM05,Other hypnotics and sedatives,N
DB00747,Scopolamine,S01FA02,S,Sensory organs,S01,S01F,S01FA,S01FA02,Anticholinergics,S
DB00747,Scopolamine,A04AD01,A,Alimentary tract and metabolism,A04,A04A,A04AD,A04AD01,Other antiemetics,A
DB00747,Scopolamine,A04AD51,A,Alimentary tract and metabolism,A04,A04A,A04AD,A04AD51,Other antiemetics,A
DB00748,Carbinoxamine,R06AA08,R,Respiratory system,R06,R06A,R06AA,R06AA08,Aminoalkyl ethers,R
DB00749,Etodolac,M01AB08,M,Musculo-skeletal system,M01,M01A,M01AB,M01AB08,Acetic acid derivatives and related substances,M
DB00750,Prilocaine,N01BB54,N,Nervous system,N01,N01B,N01BB,N01BB54,Amides,N
DB00750,Prilocaine,N01BB04,N,Nervous system,N01,N01B,N01BB,N01BB04,Amides,N
DB00751,Epinastine,S01GX10,S,Sensory organs,S01,S01G,S01GX,S01GX10,Other antiallergics,S
DB00751,Epinastine,R06AX24,R,Respiratory system,R06,R06A,R06AX,R06AX24,Other antihistamines for systemic use,R
DB00752,Tranylcypromine,N06AF04,N,Nervous system,N06,N06A,N06AF,N06AF04,"Monoamine oxidase inhibitors, non-selective",N
DB00753,Isoflurane,N01AB06,N,Nervous system,N01,N01A,N01AB,N01AB06,Halogenated hydrocarbons,N
DB00754,Ethotoin,N03AB01,N,Nervous system,N03,N03A,N03AB,N03AB01,Hydantoin derivatives,N
DB00755,Tretinoin,D10AD51,D,Dermatologicals,D10,D10A,D10AD,D10AD51,Retinoids for topical use in acne,D
DB00755,Tretinoin,L01XX14,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XX,L01XX14,Other antineoplastic agents,L
DB00755,Tretinoin,D10AD01,D,Dermatologicals,D10,D10A,D10AD,D10AD01,Retinoids for topical use in acne,D
DB00756,Hexachlorophene,D08AE01,D,Dermatologicals,D08,D08A,D08AE,D08AE01,Phenol and derivatives,D
DB00757,Dolasetron,A04AA04,A,Alimentary tract and metabolism,A04,A04A,A04AA,A04AA04,Serotonin (5HT3) antagonists,A
DB00758,Clopidogrel,B01AC04,B,Blood and blood forming organs,B01,B01A,B01AC,B01AC04,Platelet aggregation inhibitors excl. heparin,B
DB00759,Tetracycline,S02AA08,S,Sensory organs,S02,S02A,S02AA,S02AA08,Antiinfectives,S
DB00759,Tetracycline,A02BD02,A,Alimentary tract and metabolism,A02,A02B,A02BD,A02BD02,Combinations for eradication of Helicobacter pylori,A
DB00759,Tetracycline,A01AB13,A,Alimentary tract and metabolism,A01,A01A,A01AB,A01AB13,Antiinfectives and antiseptics for local oral treatment,A
DB00759,Tetracycline,J01AA07,J,Antiinfectives for systemic use,J01,J01A,J01AA,J01AA07,Tetracyclines,J
DB00759,Tetracycline,S01AA09,S,Sensory organs,S01,S01A,S01AA,S01AA09,Antibiotics,S
DB00759,Tetracycline,J01AA20,J,Antiinfectives for systemic use,J01,J01A,J01AA,J01AA20,Tetracyclines,J
DB00759,Tetracycline,J01RA08,J,Antiinfectives for systemic use,J01,J01R,J01RA,J01RA08,Combinations of antibacterials,J
DB00759,Tetracycline,S03AA02,S,Sensory organs,S03,S03A,S03AA,S03AA02,Antiinfectives,S
DB00759,Tetracycline,D06AA04,D,Dermatologicals,D06,D06A,D06AA,D06AA04,Tetracycline and derivatives,D
DB00759,Tetracycline,A02BD08,A,Alimentary tract and metabolism,A02,A02B,A02BD,A02BD08,Combinations for eradication of Helicobacter pylori,A
DB00760,Meropenem,J01DH02,J,Antiinfectives for systemic use,J01,J01D,J01DH,J01DH02,Carbapenems,J
DB00760,Meropenem,J01DH52,J,Antiinfectives for systemic use,J01,J01D,J01DH,J01DH52,Carbapenems,J
DB00761,Potassium chloride,A12BA51,A,Alimentary tract and metabolism,A12,A12B,A12BA,A12BA51,Potassium,A
DB00761,Potassium chloride,B05XA01,B,Blood and blood forming organs,B05,B05X,B05XA,B05XA01,Electrolyte solutions,B
DB00761,Potassium chloride,A12BA01,A,Alimentary tract and metabolism,A12,A12B,A12BA,A12BA01,Potassium,A
DB00762,Irinotecan,L01XX19,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XX,L01XX19,Other antineoplastic agents,L
DB00763,Methimazole,H03BB52,H,Systemic hormonal preparations,H03,H03B,H03BB,H03BB52,Sulfur-containing imidazole derivatives,H
DB00763,Methimazole,H03BB02,H,Systemic hormonal preparations,H03,H03B,H03BB,H03BB02,Sulfur-containing imidazole derivatives,H
DB00764,Mometasone,D07AC13,D,Dermatologicals,D07,D07A,D07AC,D07AC13,"Corticosteroids, potent (group III)",D
DB00764,Mometasone,R03BA07,R,Respiratory system,R03,R03B,R03BA,R03BA07,Glucocorticoids,R
DB00764,Mometasone,D07XC03,D,Dermatologicals,D07,D07X,D07XC,D07XC03,"Corticosteroids, potent, other combinations",D
DB00764,Mometasone,R01AD09,R,Respiratory system,R01,R01A,R01AD,R01AD09,Corticosteroids,R
DB00764,Mometasone,R03AK09,R,Respiratory system,R03,R03A,R03AK,R03AK09,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",R
DB00765,Metyrosine,C02KB01,C,Cardiovascular system,C02,C02K,C02KB,C02KB01,Tyrosine hydroxylase inhibitors,C
DB00768,Olopatadine,S01GX09,S,Sensory organs,S01,S01G,S01GX,S01GX09,Other antiallergics,S
DB00768,Olopatadine,R01AC08,R,Respiratory system,R01,R01A,R01AC,R01AC08,"Antiallergic agents, excl. corticosteroids",R
DB00770,Alprostadil,C01EA01,C,Cardiovascular system,C01,C01E,C01EA,C01EA01,Prostaglandins,C
DB00770,Alprostadil,G04BE01,G,Genito-urinary system and sex hormones,G04,G04B,G04BE,G04BE01,Drugs used in erectile dysfunction,G
