drug_id,name,atc_codes,target_genes,enzyme_genes,transporter_genes,all_genes,num_targets,num_enzymes,num_transporters,num_total_genes
DB00888,Mechlorethamine,['L01AA05'],[],['BCHE'],[],['BCHE'],0,1,0,1
DB00889,Granisetron,['A04AA02'],['HTR3A'],"['CYP3A4', 'CYP1A1']",[],"['CYP3A4', 'CYP1A1', 'HTR3A']",1,2,0,3
DB00890,Dienestrol,"['G03CB01', 'G03CC02']","['ESR1', 'SHBG']",[],[],"['SHBG', 'ESR1']",2,0,0,2
DB00891,Sulfapyridine,"['G01AE10', 'J01EB04']",['sulI'],['CYP2C9'],[],"['CYP2C9', 'sulI']",1,1,0,2
DB00892,Oxybuprocaine,"['S01HA02', 'D04AB03']",['SCN10A'],['BCHE'],[],"['SCN10A', 'BCHE']",1,1,0,2
DB00895,Benzylpenicilloyl Polylysine,['J01CR50'],"['FCER1G', 'FCER1A']",[],[],"['FCER1A', 'FCER1G']",2,0,0,2
DB00896,Rimexolone,"['H02AB12', 'S01BA13']",['NR3C1'],['CYP3A4'],[],"['NR3C1', 'CYP3A4']",1,1,0,2
DB00897,Triazolam,['N05CD05'],"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRD', 'GABRE', 'GABRP', 'GABRR1', 'GABRR2', 'GABRR3', 'GABRQ', 'TSPO', 'GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['CYP3A4', 'CYP3A5', 'CYP3A7', 'CYP2C8']",[],"['GABRA6', 'GABRG1', 'GABRB2', 'GABRB3', 'TSPO', 'GABRE', 'GABRA1', 'CYP3A7', 'GABRA2', 'GABRG2', 'GABRR2', 'GABRQ', 'GABRA5', 'GABRA4', 'GABRR1', 'GABRD', 'CYP2C8', 'CYP3A4', 'GABRA3', 'GABRR3', 'GABRG3', 'CYP3A5', 'GABRP', 'GABRB1']",36,4,0,24
DB00898,Ethanol,"['V03AB16', 'V03AZ01', 'D08AX08']","['GABRA1', 'GRIN3A', 'GLRA1', 'GLRA2', 'CACNB1', 'HTR3A', 'GABRA2', 'CHRNA10', 'CACNA1C', 'GABRA5', 'GABRA4', 'GABRA3', 'GRIA1', 'CACNG1', 'CHRNA2', 'GABRA6', 'GRIA2', 'GRIA4', 'GRIA3', 'CHRNA4', 'CHRNB2', 'KCNJ3', 'KCNJ6', 'VCAM1', 'SLC29A1', 'KCNJ5', 'CHRNA7', 'CHRNA9', 'GABRB1', 'GABRB3', 'GABRB2', 'CACNA1S', 'CACNA1D', 'CHRNB4', 'CHRNA3', 'CHRNA5', 'CHRNA6', 'CHRNB3', 'GABRG1', 'GABRG3', 'GABRE', 'GABRP', 'GABRQ', 'GABRD', 'SLC29A2', 'HTR3E', 'HTR3B', 'HTR3D', 'HTR3C', 'CACNG2', 'KCNJ9', 'L1CAM']","['CYP1A1', 'CYP1A2', 'CYP2B6', 'CYP2C9', 'CYP2C19', 'CYP2E1', 'CYP3A4', 'CYP4A11', 'ADH1A', 'ADH1B', 'ADH1C', 'ADH5', 'ADH4', 'ADH7', 'ADH6', 'AKR1A1']",[],"['GRIN3A', 'GABRA6', 'HTR3C', 'GABRG1', 'ADH5', 'VCAM1', 'CACNG1', 'CYP2C9', 'GABRB2', 'CHRNA3', 'GABRB3', 'CYP1A1', 'ADH7', 'ADH6', 'ADH1C', 'CACNA1S', 'GABRA1', 'GABRE', 'GABRA2', 'CHRNA6', 'CYP2B6', 'CYP4A11', 'GRIA1', 'GRIA3', 'CHRNA9', 'ADH1B', 'KCNJ9', 'GABRQ', 'CACNB1', 'HTR3B', 'HTR3D', 'CHRNA7', 'CYP2C19', 'KCNJ5', 'CHRNA10', 'HTR3A', 'CHRNB3', 'GABRA5', 'GRIA2', 'CHRNB4', 'GLRA1', 'GRIA4', 'GABRA4', 'SLC29A2', 'AKR1A1', 'KCNJ3', 'L1CAM', 'SLC29A1', 'CYP2E1', 'GABRD', 'ADH1A', 'CYP3A4', 'CHRNA4', 'GABRA3', 'CACNA1C', 'KCNJ6', 'GABRG3', 'ADH4', 'CHRNB2', 'GLRA2', 'CACNA1D', 'CYP1A2', 'CHRNA5', 'HTR3E', 'CACNG2', 'GABRP', 'CHRNA2', 'GABRB1']",52,16,0,68
DB00899,Remifentanil,['N01AH06'],"['OPRM1', 'OPRD1', 'OPRK1']",[],[],"['OPRM1', 'OPRD1', 'OPRK1']",3,0,0,3
DB00900,Didanosine,['J05AF02'],"['pol', 'PNP']",[],"['SLC22A6', 'SLC29A1', 'SLC29A2']","['pol', 'SLC29A2', 'SLC22A6', 'SLC29A1', 'PNP']",2,0,3,5
DB00901,Bitolterol,['R03AC17'],['ADRB2'],[],[],['ADRB2'],1,0,0,1
DB00902,Methdilazine,['R06AD04'],['HRH1'],[],[],['HRH1'],1,0,0,1
DB00903,Etacrynic acid,['C03CC01'],"['ATP1A1', 'SLC12A1', 'LEF1', 'GSTP1']",['GSTA2'],['SLC22A6'],"['GSTA2', 'GSTP1', 'SLC12A1', 'SLC22A6', 'ATP1A1', 'LEF1']",4,1,1,6
DB00904,Ondansetron,['A04AA01'],"['HTR3A', 'HTR4', 'OPRM1', 'HTR1A', 'HTR1B']","['CYP3A4', 'CYP1A2', 'CYP2D6', 'CYP3A5', 'CYP3A7', 'CYP2C9', 'CYP2E1']",[],"['CYP3A7', 'HTR1A', 'HTR1B', 'CYP3A5', 'CYP2C9', 'CYP1A2', 'HTR4', 'CYP2D6', 'CYP2E1', 'CYP3A4', 'OPRM1', 'HTR3A']",5,7,0,12
DB00905,Bimatoprost,['S01EE03'],"['PTGFR', 'PTGER1', 'PTGER3']","['CYP3A4', 'CYP3A5']",[],"['PTGFR', 'PTGER1', 'PTGER3', 'CYP3A5', 'CYP3A4']",3,2,0,5
DB00906,Tiagabine,['N03AG06'],['SLC6A1'],"['CYP3A4', 'UGT1A1']",[],"['UGT1A1', 'CYP3A4', 'SLC6A1']",1,2,0,3
DB00907,Cocaine,"['S01HA01', 'S02DA02', 'N01BC01', 'R02AD03']","['SLC6A3', 'SLC6A2', 'SLC6A4', 'SCN5A', 'SCN11A', 'SCN10A', 'CHRM1', 'CHRM2', 'SIGMAR1', 'CES1']","['CYP3A4', 'CYP3A5', 'CYP3A7', 'CYP2D6', 'CYP2C8', 'BCHE']",['SLC22A2'],"['CYP3A7', 'CES1', 'CHRM2', 'CYP3A5', 'SLC6A4', 'SLC22A2', 'SCN10A', 'CHRM1', 'SLC6A2', 'SIGMAR1', 'CYP2D6', 'BCHE', 'SCN11A', 'CYP2C8', 'SLC6A3', 'SCN5A', 'CYP3A4']",10,6,1,17
DB00908,Quinidine,"['C01BA01', 'C01BA51', 'C01BA71']","['SCN5A', 'KCNK1', 'KCNK6', 'KCNH2', 'ADRA1A', 'ADRA1B', 'ADRA1D']","['CYP3A4', 'CYP3A7', 'CYP2D6', 'CYP1A2', 'CYP2E1', 'CYP1A1', 'CYP2B6', 'CYP2C9', 'CYP2C8']","['SLC22A2', 'SLC22A1', 'SLC22A5', 'ABCB1', 'SLCO1A2', 'SLC22A8', 'ABCC2', 'SLC22A4', 'SLCO1B1', 'ABCB11']","['ADRA1B', 'ADRA1A', 'SLCO1A2', 'CYP2C9', 'CYP1A1', 'CYP2D6', 'SLC22A2', 'CYP3A7', 'CYP2B6', 'ABCB11', 'ADRA1D', 'ABCB1', 'SLC22A4', 'KCNK1', 'CYP2E1', 'KCNK6', 'SLC22A8', 'ABCC2', 'CYP2C8', 'SCN5A', 'CYP3A4', 'KCNH2', 'SLCO1B1', 'CYP1A2', 'SLC22A1', 'SLC22A5']",7,9,10,26
DB00909,Zonisamide,"['N03AX15', 'G01AE10']","['SCN1A', 'SCN2A', 'SCN3A', 'SCN4A', 'SCN5A', 'SCN9A', 'SCN11A', 'SCN1B', 'SCN2B', 'SCN3B', 'SCN4B', 'CACNA1G', 'CACNA1H', 'CACNA1I', 'CA1', 'CA2', 'CA3', 'CA4', 'CA5A', 'CA5B', 'CA6', 'CA7', 'CA8', 'CA9', 'CA10', 'CA11', 'CA12', 'CA13', 'CA14', 'MAOB', 'MAOA']","['CYP3A4', 'AOX1', 'CYP2C19', 'UGT1A1', 'CYP3A5']",[],"['CA14', 'SCN1B', 'CA5A', 'SCN2B', 'CA10', 'AOX1', 'CACNA1I', 'CA7', 'CA1', 'CA9', 'CACNA1H', 'CA6', 'CA13', 'CA4', 'SCN4A', 'CYP2C19', 'CACNA1G', 'CA8', 'CA11', 'CA5B', 'CA2', 'MAOA', 'SCN5A', 'SCN2A', 'SCN4B', 'SCN1A', 'CYP3A4', 'UGT1A1', 'MAOB', 'SCN3B', 'CYP3A5', 'SCN9A', 'SCN3A', 'CA12', 'SCN11A', 'CA3']",31,5,0,36
DB00910,Paricalcitol,['H05BX02'],['VDR'],"['CYP24A1', 'CYP3A4', 'UGT1A4']",[],"['CYP24A1', 'VDR', 'UGT1A4', 'CYP3A4']",1,3,0,4
DB00911,Tinidazole,"['J01RA11', 'J01RA13', 'A02BD09', 'J01XD02', 'G01AF20', 'P01AB02']",[],['CYP3A4'],['ABCB11'],"['ABCB11', 'CYP3A4']",0,1,1,2
DB00912,Repaglinide,"['A10BD14', 'A10BX02']","['ABCC8', 'PPARG']","['CYP3A4', 'CYP2C8']","['SLCO1B1', 'ABCB11']","['ABCB11', 'ABCC8', 'SLCO1B1', 'PPARG', 'CYP2C8', 'CYP3A4']",2,2,2,6
DB00913,Anileridine,['N01AH05'],['OPRM1'],[],[],['OPRM1'],1,0,0,1
DB00914,Phenformin,"['A10BA01', 'A10BD01']","['PRKAA1', 'KCNJ8']",['CYP2D6'],"['SLC22A2', 'SLC22A1']","['KCNJ8', 'PRKAA1', 'SLC22A1', 'CYP2D6', 'SLC22A2']",2,1,2,5
DB00915,Amantadine,['N04BB01'],"['M', 'GRIN3A', 'CHRNA7', 'DRD2', 'CHRNA4', 'CHRNA3']","['DDC', 'MAOB']","['SLC22A2', 'SLC22A1']","['GRIN3A', 'DDC', 'MAOB', 'SLC22A2', 'DRD2', 'M', 'CHRNA3', 'SLC22A1', 'CHRNA7', 'CHRNA4']",6,2,2,10
DB00916,Metronidazole,"['A02BD11', 'A02BD02', 'D06BX01', 'A02BD03', 'J01XD01', 'G01AF01', 'J01RA04', 'A02BD01', 'P01AB51', 'J01RA03', 'A02BD08', 'A01AB17', 'P01AB01', 'G01AF20', 'J01RA10']","['rdxA', 'CYP51A1']","['CYP2C9', 'CYP3A4', 'CYP2C8', 'UGT1A1']",[],"['UGT1A1', 'rdxA', 'CYP51A1', 'CYP2C9', 'CYP2C8', 'CYP3A4']",2,4,0,6
DB00917,Dinoprostone,['G02AD02'],"['PTGER2', 'PTGER1', 'PTGER3', 'PTGER4', 'PTGDR2']","['CYP11A1', 'CYP19A1']","['SLC22A2', 'ABCC5', 'SLC22A6', 'SLC22A8', 'SLC22A11', 'SLC22A7', 'ABCC4', 'SLCO2B1', 'SLCO1A2', 'SLC51A', 'SLC51B', 'SLCO2A1', 'SLCO4A1', 'SLCO1C1', 'SLCO3A1', 'SLCO1B1']","['PTGER1', 'SLCO1A2', 'SLC51B', 'SLC22A2', 'SLCO1C1', 'PTGER2', 'CYP11A1', 'PTGER3', 'SLCO3A1', 'CYP19A1', 'SLC22A7', 'PTGER4', 'SLC51A', 'SLCO4A1', 'SLCO2B1', 'SLCO2A1', 'SLC22A8', 'ABCC4', 'SLC22A11', 'SLC22A6', 'SLCO1B1', 'PTGDR2', 'ABCC5']",5,2,16,23
DB00918,Almotriptan,['N02CC05'],"['HTR1B', 'HTR1D']","['MAOA', 'CYP3A4', 'CYP2D6', 'FMO3', 'CYP2C19', 'CYP2E1', 'CYP2C8']",[],"['HTR1D', 'FMO3', 'HTR1B', 'MAOA', 'CYP2E1', 'CYP2C19', 'CYP2D6', 'CYP2C8', 'CYP3A4']",2,7,0,9
DB00919,Spectinomycin,['J01XX04'],['rpsL'],[],[],['rpsL'],1,0,0,1
DB00920,Ketotifen,"['S01GX08', 'R06AX17']","['HRH1', 'PGD']",[],[],"['HRH1', 'PGD']",2,0,0,2
DB00921,Buprenorphine,"['N07BC01', 'N07BC51', 'N02AE01']","['OPRM1', 'OPRK1', 'OPRD1', 'OPRL1']","['CYP3A4', 'CYP3A5', 'CYP2C9', 'CYP2C8', 'CYP3A7', 'UGT1A9', 'CYP2D6', 'CYP2C18', 'CYP2C19', 'CYP2A6', 'UGT1A1']","['ABCB1', 'ABCG2']","['CYP3A7', 'UGT1A1', 'ABCG2', 'OPRK1', 'CYP2C18', 'CYP3A5', 'CYP2C9', 'OPRL1', 'CYP2A6', 'OPRD1', 'UGT1A9', 'CYP2D6', 'CYP2C8', 'OPRM1', 'CYP2C19', 'CYP3A4', 'ABCB1']",4,11,2,17
DB00922,Levosimendan,['C01CX08'],"['TNNC1', 'KCNJ11', 'KCNJ8', 'PDE3A']",[],[],"['PDE3A', 'KCNJ11', 'KCNJ8', 'TNNC1']",4,0,0,4
DB00923,Ceforanide,['J01DC11'],['pbpA'],[],[],['pbpA'],1,0,0,1
DB00924,Cyclobenzaprine,['M03BX08'],['HTR2A'],"['CYP1A2', 'CYP3A4', 'CYP2D6', 'UGT1A1']",[],"['UGT1A1', 'HTR2A', 'CYP1A2', 'CYP2D6', 'CYP3A4']",1,4,0,5
DB00925,Phenoxybenzamine,['C04AX02'],"['ADRA1A', 'ADRA2A', 'ADRA2C', 'ADRA2B', 'CALM1', 'ADRB2', 'ADRA1B', 'ADRA1D']",[],"['SLC22A2', 'SLC22A1', 'SLC22A3']","['ADRA1B', 'SLC22A1', 'SLC22A3', 'ADRA1A', 'ADRA2B', 'ADRA2C', 'CALM1', 'ADRB2', 'ADRA2A', 'ADRA1D', 'SLC22A2']",8,0,3,11
DB00926,Etretinate,['D05BB01'],"['RARA', 'RXRA', 'RARB', 'RXRG', 'RXRB', 'RARG']","['CYP19A1', 'CYP26A1']",[],"['RXRA', 'RXRB', 'RXRG', 'RARB', 'RARG', 'CYP19A1', 'RARA', 'CYP26A1']",6,2,0,8
DB00927,Famotidine,"['A02BA03', 'A02BA53']",['HRH2'],['CYP2C19'],"['SLC22A2', 'SLC22A8']","['SLC22A2', 'HRH2', 'CYP2C19', 'SLC22A8']",1,1,2,4
DB00928,Azacitidine,['L01BC07'],['DNMT1'],['CDA'],[],"['DNMT1', 'CDA']",1,1,0,2
DB00929,Misoprostol,"['G02AD06', 'A02BB01', 'M01AE56']","['PTGER3', 'PTGER2', 'PTGER4']",[],[],"['PTGER3', 'PTGER2', 'PTGER4']",3,0,0,3
DB00932,Tipranavir,['J05AE09'],['pol'],"['CYP3A4', 'CYP2D6', 'CYP2C19', 'UGT1A1']","['ABCB11', 'SLCO2B1', 'SLCO1B1', 'SLCO1B3']","['UGT1A1', 'pol', 'ABCB11', 'SLCO1B3', 'SLCO1B1', 'SLCO2B1', 'CYP2C19', 'CYP2D6', 'CYP3A4']",1,4,4,9
DB00933,Mesoridazine,['N05AC03'],"['HTR2A', 'DRD2']",['CYP2D6'],[],"['CYP2D6', 'HTR2A', 'DRD2']",2,1,0,3
DB00934,Maprotiline,['N06AA21'],"['SLC6A2', 'HRH1', 'CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5', 'ADRA1A', 'ADRA1B', 'ADRA1D', 'HTR2A', 'HTR2C', 'HTR7', 'DRD2', 'ADRA2A', 'ADRA2B', 'ADRA2C']","['CYP2D6', 'CYP1A2']",[],"['ADRA1B', 'ADRA1A', 'CYP2D6', 'HTR2A', 'CHRM2', 'DRD2', 'HRH1', 'HTR2C', 'CHRM1', 'HTR7', 'CHRM3', 'ADRA1D', 'CHRM4', 'ADRA2C', 'ADRA2B', 'CYP1A2', 'SLC6A2', 'ADRA2A', 'CHRM5']",17,2,0,19
DB00935,Oxymetazoline,"['S01GA04', 'R01AB07', 'R01AA05']","['ADRA1A', 'ADRA2A', 'ADRA2C', 'ADRA2B', 'ADRA1B', 'ADRA1D']",[],[],"['ADRA1B', 'ADRA1A', 'ADRA2B', 'ADRA2C', 'ADRA2A', 'ADRA1D']",6,0,0,6
DB00936,Salicylic acid,"['D01AE12', 'N02BA04', 'N02BA12', 'S01BC08']","['PTGS1', 'PTGS2', 'AKR1C1']",['CYP2C9'],"['SLC22A6', 'SLC22A10', 'SLC22A8', 'SLC22A11', 'SLCO2B1', 'SLC16A1', 'SLC22A7']","['SLC22A10', 'SLC22A7', 'SLC22A8', 'SLC22A11', 'CYP2C9', 'SLC22A6', 'SLCO2B1', 'SLC16A1', 'PTGS2', 'AKR1C1', 'PTGS1']",3,1,7,11
DB00937,Diethylpropion,['A08AA03'],"['SLC6A2', 'SLC6A3']",[],[],"['SLC6A3', 'SLC6A2']",2,0,0,2
DB00938,Salmeterol,"['R03AK06', 'R03AK12', 'R03AC12']","['ADRB2', 'ADRB1', 'ADRB3']","['CYP3A4', 'CYP3A5', 'CYP3A7', 'CYP2C8']",[],"['CYP3A7', 'ADRB2', 'CYP3A5', 'ADRB1', 'ADRB3', 'CYP2C8', 'CYP3A4']",3,4,0,7
DB00939,Meclofenamic acid,"['M01AG04', 'M02AA18']","['PTGS1', 'PTGS2', 'ALOX5', 'KCNQ2', 'KCNQ3']",[],"['SLC22A6', 'SLCO1C1']","['KCNQ3', 'KCNQ2', 'SLC22A6', 'SLCO1C1', 'PTGS2', 'ALOX5', 'PTGS1']",5,0,2,7
DB00940,Methantheline,['A03AB07'],"['CHRM1', 'HRH2']",[],[],"['HRH2', 'CHRM1']",2,0,0,2
DB00941,Hexafluronium,['M03AC05'],['BCHE'],[],[],['BCHE'],1,0,0,1
DB00943,Zalcitabine,['J05AF03'],['pol'],['DCK'],"['SLC22A6', 'SLC22A7', 'SLC29A1', 'SLC29A2']","['SLC22A7', 'pol', 'SLC29A2', 'SLC22A6', 'SLC29A1', 'DCK']",1,1,4,6
DB00944,Demecarium,['S01EB04'],"['ACHE', 'BCHE']",[],[],"['ACHE', 'BCHE']",2,0,0,2
DB00945,Acetylsalicylic acid,"['B01AC06', 'C07FX04', 'C10BX04', 'M01BA03', 'N02BA71', 'C10BX02', 'B01AC56', 'N02AJ07', 'N02AJ02', 'N02BA01', 'C10BX05', 'N02BA51', 'A01AD05', 'C10BX01', 'C07FX03', 'N02AJ18', 'C10BX12', 'C10BX08', 'C10BX06', 'C07FX02']","['PTGS1', 'PTGS2', 'AKR1C1', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'PRKAG2', 'PRKAG3', 'EDNRA', 'TP53', 'HSPA5', 'RPS6KA3', 'NFKBIA', 'TNFAIP6', 'CASP1', 'CASP3', 'IKBKB', 'CCND1', 'MYC', 'PCNA']","['CYP2C19', 'CYP2C9', 'UGT1A6', 'NAT2']","['SLC22A6', 'ABCB1', 'SLC22A8']","['NFKBIA', 'RPS6KA3', 'CYP2C9', 'IKBKB', 'PCNA', 'PRKAB1', 'PRKAG3', 'CASP3', 'CASP1', 'UGT1A6', 'CYP2C19', 'PRKAB2', 'EDNRA', 'ABCB1', 'PRKAG1', 'PRKAA1', 'HSPA5', 'AKR1C1', 'PRKAG2', 'SLC22A8', 'PTGS1', 'NAT2', 'TNFAIP6', 'MYC', 'SLC22A6', 'TP53', 'PTGS2', 'CCND1', 'PRKAA2']",22,4,3,29
DB00946,Phenprocoumon,['B01AA04'],['VKORC1'],"['CYP2C8', 'CYP2C9', 'CYP3A4']",[],"['CYP2C9', 'CYP2C8', 'VKORC1', 'CYP3A4']",1,3,0,4
DB00947,Fulvestrant,['L02BA03'],['ESR1'],"['CYP3A4', 'UGT1A1']",[],"['UGT1A1', 'CYP3A4', 'ESR1']",1,2,0,3
DB00948,Mezlocillin,"['J01CR50', 'J01CA10']","['pbpA', 'pbp3', 'mrdA']",[],[],"['pbp3', 'pbpA', 'mrdA']",3,0,0,3
DB00949,Felbamate,['N03AX10'],"['GRIN2B', 'GRIN3A', 'GRIN2A']","['CYP3A4', 'CYP2C19', 'CYP2E1', 'CYP2C9']",[],"['GRIN3A', 'GRIN2B', 'CYP2C9', 'CYP2E1', 'CYP2C19', 'GRIN2A', 'CYP3A4']",3,4,0,7
DB00950,Fexofenadine,['R06AX26'],['HRH1'],[],"['ABCB1', 'SLCO2B1', 'SLCO1A2', 'SLCO1B1', 'SLCO1B3', 'SLC22A8']","['SLCO1B3', 'SLCO1A2', 'HRH1', 'SLCO1B1', 'SLCO2B1', 'SLC22A8', 'ABCB1']",1,0,6,7
DB00951,Isoniazid,"['J04AM04', 'J04AM01', 'J04AM03', 'J04AM02', 'J04AC01', 'J04AM06', 'J04AM05', 'J04AM07', 'J04AM08', 'J04AC51']","['katG', 'inhA', 'CYP2C8', 'CYP1A2', 'CYP3A4', 'CYP2C19', 'folA']","['CYP3A4', 'CYP2E1', 'CYP2C9', 'CYP1A2', 'CYP2D6', 'CYP2C19', 'NAT2', 'nat', 'CYP2A6', 'CYP2C8']",[],"['inhA', 'CYP2C9', 'katG', 'folA', 'nat', 'CYP1A2', 'CYP2A6', 'CYP2E1', 'CYP2C19', 'CYP2D6', 'CYP2C8', 'CYP3A4', 'NAT2']",7,10,0,13
DB00952,Naratriptan,['N02CC02'],"['HTR1D', 'HTR1B', 'HTR1F', 'HTR1A']",['MAOA'],[],"['HTR1D', 'HTR1F', 'HTR1A', 'HTR1B', 'MAOA']",4,1,0,5
DB00953,Rizatriptan,['N02CC04'],"['HTR1D', 'HTR1B', 'HTR1F']",['MAOA'],[],"['HTR1D', 'HTR1F', 'HTR1B', 'MAOA']",3,1,0,4
DB00954,Dirithromycin,['J01FA13'],[],['CYP3A4'],[],['CYP3A4'],0,1,0,1
DB00955,Netilmicin,"['S01AA23', 'J01GB07']",['rpsL'],[],[],['rpsL'],1,0,0,1
DB00956,Hydrocodone,['R05DA03'],"['OPRM1', 'OPRD1']","['CYP2D6', 'CYP3A4']",[],"['CYP2D6', 'OPRM1', 'CYP3A4', 'OPRD1']",2,2,0,4
DB00957,Norgestimate,"['G03AA11', 'G03FA13', 'G03AB09']","['PGR', 'ESR1', 'AR']",['CYP3A4'],['ABCC2'],"['ESR1', 'AR', 'ABCC2', 'PGR', 'CYP3A4']",3,1,1,5
DB00958,Carboplatin,['L01XA02'],[],"['XDH', 'MPO', 'GSTT1', 'MT1A', 'MT2A', 'SOD1', 'GSTP1', 'GSTM1', 'NQO1']","['SLC31A1', 'SLC31A2', 'ATP7A', 'ATP7B', 'ABCG2', 'ABCC2']","['GSTT1', 'SOD1', 'SLC31A1', 'SLC31A2', 'ABCG2', 'NQO1', 'GSTP1', 'GSTM1', 'ATP7B', 'ATP7A', 'MPO', 'MT1A', 'ABCC2', 'XDH', 'MT2A']",0,9,6,15
DB00959,Methylprednisolone,"['D10AA02', 'H02AB04', 'H02BX01', 'D07CA02', 'S01CA08', 'D07AA01']",['NR3C1'],['CYP3A4'],['ABCB1'],"['NR3C1', 'CYP3A4', 'ABCB1']",1,1,1,3
DB00960,Pindolol,"['C07CA03', 'C07AA03']","['ADRB1', 'ADRB2', 'HTR1A', 'HTR1B', 'ADRB3']",['CYP2D6'],[],"['ADRB2', 'HTR1B', 'HTR1A', 'ADRB1', 'ADRB3', 'CYP2D6']",5,1,0,6
DB00961,Mepivacaine,"['N01BB53', 'N01BB03']",['SCN10A'],[],[],['SCN10A'],1,0,0,1
DB00962,Zaleplon,['N05CF03'],"['GABRA1', 'TSPO']","['CYP3A4', 'CYP3A5', 'CYP3A7', 'AOX1']",[],"['CYP3A7', 'TSPO', 'CYP3A5', 'CYP3A4', 'AOX1', 'GABRA1']",2,4,0,6
DB00963,Bromfenac,['S01BC11'],"['PTGS2', 'PTGS1']",['PTGS2'],[],"['PTGS2', 'PTGS1']",2,1,0,2
DB00964,Apraclonidine,['S01EA03'],"['ADRA2A', 'ADRA1A', 'ADRA2B']",[],[],"['ADRA2B', 'ADRA2A', 'ADRA1A']",3,0,0,3
DB00966,Telmisartan,"['C09DB04', 'C09CA07', 'C09DA07']","['AGTR1', 'PPARG']","['CYP2C19', 'UGT1A3']","['ABCB1', 'ABCC2', 'ABCG2', 'ABCB11']","['ABCG2', 'ABCB11', 'AGTR1', 'CYP2C19', 'ABCC2', 'PPARG', 'UGT1A3', 'ABCB1']",2,2,4,8
DB00967,Desloratadine,['R06AX27'],['HRH1'],"['CYP2C19', 'CYP1A2', 'CYP2D6', 'CYP2C9']",['ABCB1'],"['CYP2C9', 'HRH1', 'CYP1A2', 'CYP2C19', 'CYP2D6', 'ABCB1']",1,4,1,6
DB00969,Alosetron,['A03AE01'],['HTR3A'],"['CYP2C9', 'CYP3A4', 'CYP1A2', 'CYP2E1']",[],"['HTR3A', 'CYP2C9', 'CYP1A2', 'CYP2E1', 'CYP3A4']",1,4,0,5
DB00970,Dactinomycin,['L01DA01'],"['TOP2A', 'TOP2B']",[],"['SLC22A5', 'ABCB1', 'ABCC6', 'ABCC1', 'ABCG2']","['ABCG2', 'TOP2B', 'SLC22A5', 'TOP2A', 'ABCC6', 'ABCC1', 'ABCB1']",2,0,5,7
DB00972,Azelastine,"['R06AX19', 'S01GX07', 'R01AC03']",['HRH1'],"['CYP1A2', 'CYP3A4', 'CYP2C19', 'CYP1A1', 'CYP3A5', 'CYP2C9', 'CYP2C8', 'CYP2D6', 'CYP2A6', 'CYP2B6', 'CYP2E1']",['ABCB1'],"['CYP2B6', 'CYP3A5', 'CYP2C9', 'CYP2A6', 'HRH1', 'CYP1A2', 'CYP1A1', 'CYP2E1', 'CYP2C19', 'CYP2D6', 'CYP2C8', 'CYP3A4', 'ABCB1']",1,11,1,13
DB00973,Ezetimibe,"['C10BA02', 'C10BA05', 'C10AX09', 'C10BA06']","['SOAT1', 'NPC1L1', 'ANPEP']","['UGT1A1', 'UGT1A3', 'UGT2B15', 'UGT2B7', 'CYP3A4', 'CYP2C8']","['ABCB1', 'ABCC2', 'SLCO1B1', 'ABCG5', 'ABCC3', 'ABCG2', 'ABCG8', 'ABCB11']","['SOAT1', 'UGT1A1', 'ABCG5', 'ANPEP', 'CYP2C8', 'ABCB1', 'ABCC3', 'ABCG2', 'ABCB11', 'UGT2B7', 'SLCO1B1', 'ABCG8', 'ABCC2', 'UGT2B15', 'NPC1L1', 'CYP3A4', 'UGT1A3']",3,6,8,17
DB00975,Dipyridamole,['B01AC07'],"['PDE10A', 'ADA', 'PDE5A', 'PDE4A', 'RCAN1', 'ORM1']",[],"['ABCC4', 'ABCC5', 'ABCB1', 'SLCO1B1', 'SLCO1B3', 'SLCO2B1', 'ABCB11']","['PDE5A', 'SLCO1B3', 'ADA', 'ABCB11', 'PDE4A', 'ORM1', 'SLCO1B1', 'SLCO2B1', 'ABCC5', 'RCAN1', 'ABCC4', 'PDE10A', 'ABCB1']",6,0,7,13
DB00976,Telithromycin,['J01FA15'],[],"['CYP3A7', 'CYP3A4', 'CYP3A5']","['SLCO1B1', 'SLCO1B3']","['CYP3A7', 'SLCO1B3', 'CYP3A5', 'SLCO1B1', 'CYP3A4']",0,3,2,5
