signature_name,drug_name,cid,direction,num_genes
44249042_KB-05-VJ83_batchid11_1uM_24h up,44249042,44249042,up,50
44249042_KB-05-VJ83_batchid11_1uM_24h down,44249042,44249042,down,67
56941306_AE-34-SK19_batchid11_1uM_24h up,56941306,56941306,up,17
56941306_AE-34-SK19_batchid11_1uM_24h down,56941306,56941306,down,18
49787174_SE-15-AV21_batchid11_1uM_24h up,49787174,49787174,up,15
49787174_SE-15-AV21_batchid11_1uM_24h down,49787174,49787174,down,14
49787174_SE-15-AV21_batchid11_10uM_24h up,49787174,49787174,up,1477
49787174_SE-15-AV21_batchid11_10uM_24h down,49787174,49787174,down,1129
135564558_KE-89-TF43_batchid11_1uM_24h up,135564558,135564558,up,16
135564558_KE-89-TF43_batchid11_1uM_24h down,135564558,135564558,down,50
15953802_EB-09-LQ45_batchid11_1uM_24h up,15953802,15953802,up,58
15953802_EB-09-LQ45_batchid11_1uM_24h down,15953802,15953802,down,30
Glpg-1837_OE-23-XH48_batchid11_1uM_24h up,Glpg-1837,117857370,up,23
Glpg-1837_OE-23-XH48_batchid11_1uM_24h down,Glpg-1837,117857370,down,21
46848915_UD-70-IO77_batchid11_1uM_24h up,46848915,46848915,up,33
46848915_UD-70-IO77_batchid11_1uM_24h down,46848915,46848915,down,11
Brusatol_GA-88-CF36_batchid11_1uM_24h up,Brusatol,73432,up,2000
Brusatol_GA-88-CF36_batchid11_1uM_24h down,Brusatol,73432,down,1974
Metformin_UF-14-LK87_batchid11_1uM_24h up,Metformin,4091,up,259
Metformin_UF-14-LK87_batchid11_1uM_24h down,Metformin,4091,down,1135
46925884_DA-08-XJ96_batchid11_1uM_24h up,46925884,46925884,up,9
Tocopherol Nicotinate_JA-95-PQ25_batchid11_1uM_24h up,Tocopherol Nicotinate,27990,up,97
Tocopherol Nicotinate_JA-95-PQ25_batchid11_1uM_24h down,Tocopherol Nicotinate,27990,down,44
46927888_S0-EE-YGIT_batchid11_1uM_24h up,46927888,46927888,up,20
Betp_CB-92-VC05_batchid11_1uM_24h up,Betp,49868481,up,6
68532155_PC-34-YF76_batchid11_1uM_24h up,68532155,68532155,up,19
68532155_PC-34-YF76_batchid11_1uM_24h down,68532155,68532155,down,14
73293783_VB-92-JQ72_batchid11_1uM_24h up,73293783,73293783,up,77
73293783_VB-92-JQ72_batchid11_1uM_24h down,73293783,73293783,down,299
AZ-Dyrk1B-33_DA-33-CX68_batchid11_1uM_24h up,AZ-Dyrk1B-33,118735338,up,27
AZ-Dyrk1B-33_DA-33-CX68_batchid11_1uM_24h down,AZ-Dyrk1B-33,118735338,down,52
10290886_MB-48-VA23_batchid11_1uM_24h up,10290886,10290886,up,8
10290886_MB-48-VA23_batchid11_1uM_24h down,10290886,10290886,down,5
117978172_GB-93-CC27_batchid11_1uM_24h up,117978172,117978172,up,16
117978172_GB-93-CC27_batchid11_1uM_24h down,117978172,117978172,down,15
1213452_JF-08-NB76_batchid11_1uM_24h up,1213452,1213452,up,5
1213452_JF-08-NB76_batchid11_1uM_24h down,1213452,1213452,down,5
Autophinib_RD-92-QT24_batchid11_1uM_24h up,Autophinib,129626605,up,127
Autophinib_RD-92-QT24_batchid11_1uM_24h down,Autophinib,129626605,down,221
_EB-82-HZ30_batchid11_1uM_24h up,,24960071,up,27
_EB-82-HZ30_batchid11_1uM_24h down,,24960071,down,12
Ogerin_GC-07-UO80_batchid11_1uM_24h up,Ogerin,56707820,up,97
Ogerin_GC-07-UO80_batchid11_1uM_24h down,Ogerin,56707820,down,228
2830389_FB-86-IO73_batchid11_1uM_24h up,2830389,2830389,up,19
2830389_FB-86-IO73_batchid11_1uM_24h down,2830389,2830389,down,40
73293105_DB-40-HA40_batchid11_1uM_24h up,73293105,73293105,up,82
73293105_DB-40-HA40_batchid11_1uM_24h down,73293105,73293105,down,146
11617407_RF-36-EI47_batchid11_1uM_24h up,11617407,11617407,up,132
11617407_RF-36-EI47_batchid11_1uM_24h down,11617407,11617407,down,101
6918666_ZD-43-CS43_batchid11_1uM_24h up,6918666,6918666,up,68
6918666_ZD-43-CS43_batchid11_1uM_24h down,6918666,6918666,down,72
6918667_JB-55-CM55_batchid11_1uM_24h up,6918667,6918667,up,6
6918667_JB-55-CM55_batchid11_1uM_24h down,6918667,6918667,down,7
9833519_AD-26-SL71_batchid11_1uM_24h up,9833519,9833519,up,5
11519678_FC-15-XG61_batchid11_1uM_24h up,11519678,11519678,up,99
11519678_FC-15-XG61_batchid11_1uM_24h down,11519678,11519678,down,263
11627238_PA-93-BD53_batchid11_1uM_24h up,11627238,11627238,up,65
11627238_PA-93-BD53_batchid11_1uM_24h down,11627238,11627238,down,70
Montelukast_CA-57-TC62_batchid11_1uM_24h up,Montelukast,5281040,up,25
Montelukast_CA-57-TC62_batchid11_1uM_24h down,Montelukast,5281040,down,10
24852505_ZB-28-SS80_batchid11_1uM_24h up,24852505,24852505,up,21
24852505_ZB-28-SS80_batchid11_1uM_24h down,24852505,24852505,down,6
Capromorelin_HA-22-YE24_batchid11_1uM_24h up,Capromorelin,216208,up,15
44629146_EA-30-ZX90_batchid11_1uM_24h up,44629146,44629146,up,15
44629146_EA-30-ZX90_batchid11_1uM_24h down,44629146,44629146,down,49
10100996_NE-27-MD08_batchid11_1uM_24h up,10100996,10100996,up,7
10139047_BD-10-ZH17_batchid11_1uM_24h up,10139047,10139047,up,12
10139047_BD-10-ZH17_batchid11_1uM_24h down,10139047,10139047,down,11
54707039_RD-66-DP49_batchid11_1uM_24h up,54707039,54707039,up,18
Recilisib_TC-16-ZS56_batchid11_1uM_24h up,Recilisib,9884220,up,38
Recilisib_TC-16-ZS56_batchid11_1uM_24h down,Recilisib,9884220,down,10
44573131_DA-54-NN76_batchid11_1uM_24h up,44573131,44573131,up,48
44573131_DA-54-NN76_batchid11_1uM_24h down,44573131,44573131,down,11
Ecopipam_OD-47-WT51_batchid11_1uM_24h up,Ecopipam,107930,up,15
137630000_UB-30-TL20_batchid11_1uM_24h up,137630000,137630000,up,45
137630000_UB-30-TL20_batchid11_1uM_24h down,137630000,137630000,down,23
6918567_ZD-18-MI26_batchid11_1uM_24h up,6918567,6918567,up,53
6918567_ZD-18-MI26_batchid11_1uM_24h down,6918567,6918567,down,18
121271792_BB-10-PR06_batchid11_1uM_24h up,121271792,121271792,up,101
121271792_BB-10-PR06_batchid11_1uM_24h down,121271792,121271792,down,165
9934404_DE-28-BW67_batchid11_1uM_24h up,9934404,9934404,up,45
9934404_DE-28-BW67_batchid11_1uM_24h down,9934404,9934404,down,222
22628097_BD-60-ZK54_batchid11_1uM_24h up,22628097,22628097,up,41
22628097_BD-60-ZK54_batchid11_1uM_24h down,22628097,22628097,down,36
25141650_AA-84-BX70_batchid11_1uM_24h up,25141650,25141650,up,12
25141650_AA-84-BX70_batchid11_1uM_24h down,25141650,25141650,down,11
Pesampator_S0-EE-X3ZZ_batchid11_1uM_24h up,Pesampator,49853967,up,7
129051185_AC-75-LR63_batchid11_1uM_24h up,129051185,129051185,up,7
129051185_AC-75-LR63_batchid11_1uM_24h down,129051185,129051185,down,6
Tazarotene_IA-14-WP20_batchid11_1uM_24h up,Tazarotene,5381,up,142
Tazarotene_IA-14-WP20_batchid11_1uM_24h down,Tazarotene,5381,down,63
Prinaberel_AB-72-EP76_batchid11_1uM_24h up,Prinaberel,656954,up,19
Prinaberel_AB-72-EP76_batchid11_1uM_24h down,Prinaberel,656954,down,48
16750360_LA-93-IR67_batchid11_1uM_24h up,16750360,16750360,up,10
_AF-31-RV78_batchid11_1uM_24h up,,44257,up,51
_AF-31-RV78_batchid11_1uM_24h down,,44257,down,48
132547348_PA-15-CP52_batchid11_1uM_24h up,132547348,132547348,up,216
132547348_PA-15-CP52_batchid11_1uM_24h down,132547348,132547348,down,247
127047527_JC-52-RH51_batchid11_1uM_24h down,127047527,127047527,down,7
_S0-EE-XZUM_batchid11_1uM_24h up,,112499943,up,17
9805197_VF-06-RV33_batchid11_1uM_24h up,9805197,9805197,up,235
9805197_VF-06-RV33_batchid11_1uM_24h down,9805197,9805197,down,159
135873861_JE-31-PK61_batchid11_1uM_24h up,135873861,135873861,up,13
135873861_JE-31-PK61_batchid11_1uM_24h down,135873861,135873861,down,7
3-Aminonorharman_KC-87-DN47_batchid11_1uM_24h up,3-Aminonorharman,119537,up,23
135409530_CC-07-DV77_batchid11_1uM_24h up,135409530,135409530,up,6
Bis(5-amidino-2-benzimidazolyl)methane_AB-26-BE29_batchid11_1uM_24h up,Bis(5-amidino-2-benzimidazolyl)methane,2387,up,104
Bis(5-amidino-2-benzimidazolyl)methane_AB-26-BE29_batchid11_1uM_24h down,Bis(5-amidino-2-benzimidazolyl)methane,2387,down,168
TAK-779 cation_MF-20-QI53_batchid11_1uM_24h up,TAK-779 cation,183790,up,14
3-(1-methylpiperidin-4-yl)-1H-indol-5-ol_AA-24-UO04_batchid11_1uM_24h up,3-(1-methylpiperidin-4-yl)-1H-indol-5-ol,2438,up,130
3-(1-methylpiperidin-4-yl)-1H-indol-5-ol_AA-24-UO04_batchid11_1uM_24h down,3-(1-methylpiperidin-4-yl)-1H-indol-5-ol,2438,down,204
Ro 61-8048_CF-35-NN63_batchid11_1uM_24h up,Ro 61-8048,5282337,up,48
Ro 61-8048_CF-35-NN63_batchid11_1uM_24h down,Ro 61-8048,5282337,down,14
N-(adamantan-1-yl)quinoxaline-2-carboxamide_KC-17-YN77_batchid11_1uM_24h up,N-(adamantan-1-yl)quinoxaline-2-carboxamide,7067728,up,91
N-(adamantan-1-yl)quinoxaline-2-carboxamide_KC-17-YN77_batchid11_1uM_24h down,N-(adamantan-1-yl)quinoxaline-2-carboxamide,7067728,down,80
24721401_KB-17-PN92_batchid11_1uM_24h up,24721401,24721401,up,134
24721401_KB-17-PN92_batchid11_1uM_24h down,24721401,24721401,down,84
SB-334867_DF-32-EL16_batchid11_1uM_24h up,SB-334867,6604926,up,20
SB-334867_DF-32-EL16_batchid11_1uM_24h down,SB-334867,6604926,down,17
118953461_FC-52-RL51_batchid11_1uM_24h up,118953461,118953461,up,5
91668231_S0-EE-XXLY_batchid11_1uM_24h up,91668231,91668231,up,32
91668231_S0-EE-XXLY_batchid11_1uM_24h down,91668231,91668231,down,20
Isa-2011B_HC-11-RK51_batchid11_1uM_24h up,Isa-2011B,49853637,up,161
Isa-2011B_HC-11-RK51_batchid11_1uM_24h down,Isa-2011B,49853637,down,226
Chloroquine_AA-46-GL76_batchid11_1uM_24h up,Chloroquine,2719,up,388
Chloroquine_AA-46-GL76_batchid11_1uM_24h down,Chloroquine,2719,down,913
Cinobufagin_JD-44-KF86_batchid11_1uM_24h up,Cinobufagin,11969542,up,2000
Cinobufagin_JD-44-KF86_batchid11_1uM_24h down,Cinobufagin,11969542,down,2000
10474335_PE-82-OK78_batchid11_1uM_24h up,10474335,10474335,up,18
10474335_PE-82-OK78_batchid11_1uM_24h down,10474335,10474335,down,6
Bms-906024_RA-89-RR01_batchid11_1uM_24h up,Bms-906024,66550890,up,31
Bms-906024_RA-89-RR01_batchid11_1uM_24h down,Bms-906024,66550890,down,42
eIF4A3-IN-2_HD-89-HC56_batchid11_1uM_24h up,eIF4A3-IN-2,131953885,up,15
eIF4A3-IN-2_HD-89-HC56_batchid11_1uM_24h down,eIF4A3-IN-2,131953885,down,6
1254374_TA-19-YA45_batchid11_1uM_24h up,1254374,1254374,up,489
1254374_TA-19-YA45_batchid11_1uM_24h down,1254374,1254374,down,411
3-(1-Aminopropan-2-yl)-1H-indol-5-ol_CD-07-GB34_batchid11_1uM_24h up,3-(1-Aminopropan-2-yl)-1H-indol-5-ol,115292,up,17
Argipressin tannate_UF-44-NQ36_batchid11_1uM_24h up,Argipressin tannate,8230,up,89
Argipressin tannate_UF-44-NQ36_batchid11_1uM_24h down,Argipressin tannate,8230,down,47
Tetracaine_EA-73-MI41_batchid11_1uM_24h up,Tetracaine,5411,up,22
Probenecid_AF-28-FX20_batchid11_1uM_24h up,Probenecid,4911,up,40
Probenecid_AF-28-FX20_batchid11_1uM_24h down,Probenecid,4911,down,40
Metylperon_DA-39-AJ98_batchid11_1uM_24h up,Metylperon,15387,up,21
Metylperon_DA-39-AJ98_batchid11_1uM_24h down,Metylperon,15387,down,15
cyclosporin A_AC-96-OO08_batchid11_1uM_24h up,cyclosporin A,5284373,up,22
Ticlopidine_HD-08-BP45_batchid11_1uM_24h up,Ticlopidine,5472,up,51
Ticlopidine_HD-08-BP45_batchid11_1uM_24h down,Ticlopidine,5472,down,67
Dantrolene_BA-74-WG29_batchid11_1uM_24h up,Dantrolene,6914273,up,156
Dantrolene_BA-74-WG29_batchid11_1uM_24h down,Dantrolene,6914273,down,106
10420653_GB-96-WX99_batchid11_1uM_24h up,10420653,10420653,up,67
10420653_GB-96-WX99_batchid11_1uM_24h down,10420653,10420653,down,195
6437388_CE-36-UR55_batchid11_1uM_24h up,6437388,6437388,up,16
D-Glutamic Acid_IC-98-UO17_batchid11_1uM_24h up,D-Glutamic Acid,23327,up,108
D-Glutamic Acid_IC-98-UO17_batchid11_1uM_24h down,D-Glutamic Acid,23327,down,265
Telenzepine_DB-78-NM13_batchid11_1uM_24h up,Telenzepine,5387,up,29
Telenzepine_DB-78-NM13_batchid11_1uM_24h down,Telenzepine,5387,down,117
Glipizide_BD-98-TG79_batchid11_1uM_24h up,Glipizide,3478,up,8
Nan 190_EA-92-CV45_batchid11_1uM_24h up,Nan 190,4431,up,36
Nan 190_EA-92-CV45_batchid11_1uM_24h down,Nan 190,4431,down,21
Fananserin_CE-52-XV55_batchid11_1uM_24h up,Fananserin,60785,up,14
"1H-Benzimidazol-2-amine, 6-chloro-_AE-00-WU78_batchid11_1uM_24h up","1H-Benzimidazol-2-amine, 6-chloro-",21527,up,60
"1H-Benzimidazol-2-amine, 6-chloro-_AE-00-WU78_batchid11_1uM_24h down","1H-Benzimidazol-2-amine, 6-chloro-",21527,down,43
Rizatriptan_FB-84-TJ61_batchid11_1uM_24h up,Rizatriptan,5078,up,20
Rizatriptan_FB-84-TJ61_batchid11_1uM_24h down,Rizatriptan,5078,down,26
Eglumetad_CE-03-PW65_batchid11_1uM_24h up,Eglumetad,213056,up,32
Amperozide_AA-99-HG96_batchid11_1uM_24h up,Amperozide,73333,up,119
Amperozide_AA-99-HG96_batchid11_1uM_24h down,Amperozide,73333,down,31
11722246_AF-80-GK24_batchid11_1uM_24h up,11722246,11722246,up,312
11722246_AF-80-GK24_batchid11_1uM_24h down,11722246,11722246,down,702
Sdz 216-525_EC-07-AO30_batchid11_1uM_24h up,Sdz 216-525,3037456,up,87
Sdz 216-525_EC-07-AO30_batchid11_1uM_24h down,Sdz 216-525,3037456,down,232
CID 44327160_BF-72-LI04_batchid11_1uM_24h up,CID 44327160,44327160,up,15
3811_CE-18-AP15_batchid11_1uM_24h up,3811,3811,up,105
3811_CE-18-AP15_batchid11_1uM_24h down,3811,3811,down,244
6-Chloro-2-(1-piperazinyl)pyrazine_GC-86-TD91_batchid11_1uM_24h up,6-Chloro-2-(1-piperazinyl)pyrazine,107992,up,44
6-Chloro-2-(1-piperazinyl)pyrazine_GC-86-TD91_batchid11_1uM_24h down,6-Chloro-2-(1-piperazinyl)pyrazine,107992,down,18
Thymol_IB-87-IU44_batchid12_10uM_24h up,Thymol,6989,up,13
Thymol_IB-87-IU44_batchid12_10uM_24h down,Thymol,6989,down,5
"4,4'-Dimethoxybenzil_CA-96-UO48_batchid12_10uM_24h up","4,4'-Dimethoxybenzil",71043,up,110
"4,4'-Dimethoxybenzil_CA-96-UO48_batchid12_10uM_24h down","4,4'-Dimethoxybenzil",71043,down,155
Chlorothiazide_LE-39-LB33_batchid12_10uM_24h up,Chlorothiazide,2720,up,6
988563_GD-71-OU80_batchid12_10uM_24h up,988563,988563,up,139
988563_GD-71-OU80_batchid12_10uM_24h down,988563,988563,down,113
10744246_EA-32-CY22_batchid12_10uM_24h up,10744246,10744246,up,21
10744246_EA-32-CY22_batchid12_10uM_24h down,10744246,10744246,down,17
Halobetasol Propionate_BD-62-ZF67_batchid12_10uM_24h up,Halobetasol Propionate,6918178,up,146
Halobetasol Propionate_BD-62-ZF67_batchid12_10uM_24h down,Halobetasol Propionate,6918178,down,56
Tramiprosate_EA-25-VD74_batchid12_10uM_24h up,Tramiprosate,1646,up,83
Tramiprosate_EA-25-VD74_batchid12_10uM_24h down,Tramiprosate,1646,down,50
Gliclazide_EB-90-BR21_batchid12_10uM_24h up,Gliclazide,3475,up,70
Gliclazide_EB-90-BR21_batchid12_10uM_24h down,Gliclazide,3475,down,22
Metolazone_AA-59-HG56_batchid12_10uM_24h up,Metolazone,4170,up,111
Metolazone_AA-59-HG56_batchid12_10uM_24h down,Metolazone,4170,down,121
_KA-73-PR92_batchid12_10uM_24h up,,,up,75
_KA-73-PR92_batchid12_10uM_24h down,,,down,18
N-Tosyl-L-phenylalanyl chloromethyl ketone_CB-44-FA25_batchid12_10uM_24h up,N-Tosyl-L-phenylalanyl chloromethyl ketone,439647,up,78
N-Tosyl-L-phenylalanyl chloromethyl ketone_CB-44-FA25_batchid12_10uM_24h down,N-Tosyl-L-phenylalanyl chloromethyl ketone,439647,down,42
Eflornithine_DD-55-AU25_batchid12_10uM_24h up,Eflornithine,3009,up,134
Eflornithine_DD-55-AU25_batchid12_10uM_24h down,Eflornithine,3009,down,32
Benzamil_GC-08-VP20_batchid12_10uM_24h up,Benzamil,108107,up,149
Benzamil_GC-08-VP20_batchid12_10uM_24h down,Benzamil,108107,down,62
Zafirlukast_AB-96-JV50_batchid12_10uM_24h up,Zafirlukast,5717,up,35
Zafirlukast_AB-96-JV50_batchid12_10uM_24h down,Zafirlukast,5717,down,51
5327655_AB-80-CK34_batchid12_10uM_24h up,5327655,5327655,up,1075
5327655_AB-80-CK34_batchid12_10uM_24h down,5327655,5327655,down,995
11561462_CE-04-HT15_batchid12_10uM_24h up,11561462,11561462,up,118
11561462_CE-04-HT15_batchid12_10uM_24h down,11561462,11561462,down,257
Pirodomast_CC-01-ER18_batchid12_10uM_24h up,Pirodomast,54680204,up,26
Pirodomast_CC-01-ER18_batchid12_10uM_24h down,Pirodomast,54680204,down,247
Mozavaptan_AE-22-QI24_batchid12_10uM_24h up,Mozavaptan,119369,up,418
Mozavaptan_AE-22-QI24_batchid12_10uM_24h down,Mozavaptan,119369,down,355
22901329_OF-19-JH77_batchid12_10uM_24h up,22901329,22901329,up,83
22901329_OF-19-JH77_batchid12_10uM_24h down,22901329,22901329,down,58
Riluzole_BC-11-LL59_batchid12_10uM_24h up,Riluzole,5070,up,12
Riluzole_BC-11-LL59_batchid12_10uM_24h down,Riluzole,5070,down,104
21988256_KB-71-QJ23_batchid12_10uM_24h up,21988256,21988256,up,190
21988256_KB-71-QJ23_batchid12_10uM_24h down,21988256,21988256,down,96
_QC-15-WY38_batchid12_10uM_24h up,,58665192,up,12
_QC-15-WY38_batchid12_10uM_24h down,,58665192,down,10
18763178_GF-19-OF53_batchid12_10uM_24h down,18763178,18763178,down,35
Aptazapine_BD-22-KS33_batchid12_10uM_24h up,Aptazapine,51355,up,465
Aptazapine_BD-22-KS33_batchid12_10uM_24h down,Aptazapine,51355,down,381
_YB-80-KQ31_batchid12_10uM_24h up,,,up,54
_YB-80-KQ31_batchid12_10uM_24h down,,,down,5
4-Chlorodiazepam_BE-82-TS38_batchid12_10uM_24h up,4-Chlorodiazepam,1688,up,543
4-Chlorodiazepam_BE-82-TS38_batchid12_10uM_24h down,4-Chlorodiazepam,1688,down,818
Serazapine_AA-66-YY32_batchid12_10uM_24h up,Serazapine,60677,up,12
Serazapine_AA-66-YY32_batchid12_10uM_24h down,Serazapine,60677,down,9
Ketanserin_AB-63-OW35_batchid12_10uM_24h up,Ketanserin,3822,up,34
Ketanserin_AB-63-OW35_batchid12_10uM_24h down,Ketanserin,3822,down,24
Tarenflurbil_AE-09-SG21_batchid12_10uM_24h up,Tarenflurbil,92337,up,15
Tarenflurbil_AE-09-SG21_batchid12_10uM_24h down,Tarenflurbil,92337,down,363
Lumiracoxib_GA-04-SF76_batchid12_10uM_24h up,Lumiracoxib,151166,up,145
Lumiracoxib_GA-04-SF76_batchid12_10uM_24h down,Lumiracoxib,151166,down,119
Isosorbide Dinitrate_EE-62-XB72_batchid12_10uM_24h up,Isosorbide Dinitrate,6883,up,7
16043304_CB-49-OG36_batchid12_10uM_24h up,16043304,16043304,up,2000
16043304_CB-49-OG36_batchid12_10uM_24h down,16043304,16043304,down,1831
1-((4-Methoxy-3-methylphenyl)sulfonyl)piperidine_CF-97-KZ12_batchid12_10uM_24h up,1-((4-Methoxy-3-methylphenyl)sulfonyl)piperidine,847007,up,103
1-((4-Methoxy-3-methylphenyl)sulfonyl)piperidine_CF-97-KZ12_batchid12_10uM_24h down,1-((4-Methoxy-3-methylphenyl)sulfonyl)piperidine,847007,down,114
Ack1 inhibitor 37_AD-51-SS86_batchid12_10uM_24h up,Ack1 inhibitor 37,11684994,up,771
Ack1 inhibitor 37_AD-51-SS86_batchid12_10uM_24h down,Ack1 inhibitor 37,11684994,down,2000
"1,2-Ethanedione, 1,2-bis(4-chlorophenyl)-_AC-31-AY35_batchid12_10uM_24h up","1,2-Ethanedione, 1,2-bis(4-chlorophenyl)-",18946,up,188
"1,2-Ethanedione, 1,2-bis(4-chlorophenyl)-_AC-31-AY35_batchid12_10uM_24h down","1,2-Ethanedione, 1,2-bis(4-chlorophenyl)-",18946,down,78
9705_DE-02-BL66_batchid12_10uM_24h up,9705,9705,up,65
9705_DE-02-BL66_batchid12_10uM_24h down,9705,9705,down,17
Adinazolam_LF-35-CP32_batchid12_10uM_24h up,Adinazolam,37632,up,47
Adinazolam_LF-35-CP32_batchid12_10uM_24h down,Adinazolam,37632,down,79
"(2,6-Dichloro-phenyl)-(1H-imidazol-2-yl)-amine_HD-28-QL60_batchid12_10uM_24h up","(2,6-Dichloro-phenyl)-(1H-imidazol-2-yl)-amine",10489502,up,9
"(2,6-Dichloro-phenyl)-(1H-imidazol-2-yl)-amine_HD-28-QL60_batchid12_10uM_24h down","(2,6-Dichloro-phenyl)-(1H-imidazol-2-yl)-amine",10489502,down,10
9848710_EE-45-VG61_batchid12_10uM_24h up,9848710,9848710,up,28
9848710_EE-45-VG61_batchid12_10uM_24h down,9848710,9848710,down,8
7-Deaza-2'-C-ethynyladenosine_CA-56-GE89_batchid12_10uM_24h up,7-Deaza-2'-C-ethynyladenosine,44633776,up,84
7-Deaza-2'-C-ethynyladenosine_CA-56-GE89_batchid12_10uM_24h down,7-Deaza-2'-C-ethynyladenosine,44633776,down,36
9958524_WE-48-PP43_batchid12_10uM_24h up,9958524,9958524,up,2000
9958524_WE-48-PP43_batchid12_10uM_24h down,9958524,9958524,down,2000
17873397_JE-61-EQ70_batchid12_10uM_24h up,17873397,17873397,up,89
17873397_JE-61-EQ70_batchid12_10uM_24h down,17873397,17873397,down,45
Antalarmin_BE-07-IS45_batchid12_10uM_24h up,Antalarmin,177990,up,37
Antalarmin_BE-07-IS45_batchid12_10uM_24h down,Antalarmin,177990,down,16
Fascaplysin_AA-11-RO46_batchid12_10uM_24h up,Fascaplysin,73293,up,2000
Fascaplysin_AA-11-RO46_batchid12_10uM_24h down,Fascaplysin,73293,down,1368
146680899_EE-66-CK83_batchid12_10uM_24h up,146680899,146680899,up,164
146680899_EE-66-CK83_batchid12_10uM_24h down,146680899,146680899,down,166
T-226296_TC-95-IR96_batchid12_10uM_24h up,T-226296,9865843,up,765
T-226296_TC-95-IR96_batchid12_10uM_24h down,T-226296,9865843,down,1051
Irbesartan_BA-19-VU85_batchid12_10uM_24h up,Irbesartan,3749,up,60
Irbesartan_BA-19-VU85_batchid12_10uM_24h down,Irbesartan,3749,down,588
Ibuprofen_AA-98-MW52_batchid12_10uM_24h up,Ibuprofen,3672,up,80
Ibuprofen_AA-98-MW52_batchid12_10uM_24h down,Ibuprofen,3672,down,72
11232915_BB-75-JK26_batchid12_10uM_24h up,11232915,11232915,up,28
11232915_BB-75-JK26_batchid12_10uM_24h down,11232915,11232915,down,12
SB-332235_TC-59-QN21_batchid12_10uM_24h up,SB-332235,9887803,up,29
SB-332235_TC-59-QN21_batchid12_10uM_24h down,SB-332235,9887803,down,62
11292488_TC-32-HZ53_batchid12_10uM_24h up,11292488,11292488,up,140
11292488_TC-32-HZ53_batchid12_10uM_24h down,11292488,11292488,down,25
10413034_DD-47-GB64_batchid12_10uM_24h up,10413034,10413034,up,341
10413034_DD-47-GB64_batchid12_10uM_24h down,10413034,10413034,down,200
L-365260_FE-59-BC81_batchid12_10uM_24h up,L-365260,5311201,up,14
L-365260_FE-59-BC81_batchid12_10uM_24h down,L-365260,5311201,down,32
716402_LF-85-QP07_batchid12_10uM_24h up,716402,716402,up,58
716402_LF-85-QP07_batchid12_10uM_24h down,716402,716402,down,25
Devazepide_KD-68-JH25_batchid12_10uM_24h up,Devazepide,443375,up,63
Devazepide_KD-68-JH25_batchid12_10uM_24h down,Devazepide,443375,down,348
9926045_PC-44-DH10_batchid12_10uM_24h up,9926045,9926045,up,184
9926045_PC-44-DH10_batchid12_10uM_24h down,9926045,9926045,down,292
R(+)-Butylindazone_UC-20-ZV24_batchid12_10uM_24h up,R(+)-Butylindazone,10386195,up,6
R(+)-Butylindazone_UC-20-ZV24_batchid12_10uM_24h down,R(+)-Butylindazone,10386195,down,5
1641056_AB-87-LJ34_batchid12_10uM_24h up,1641056,1641056,up,25
1641056_AB-87-LJ34_batchid12_10uM_24h down,1641056,1641056,down,25
"2,4-Dichlorobenzyl carbamimidothioate_LC-20-LZ39_batchid12_10uM_24h up","2,4-Dichlorobenzyl carbamimidothioate",234811,up,197
"2,4-Dichlorobenzyl carbamimidothioate_LC-20-LZ39_batchid12_10uM_24h down","2,4-Dichlorobenzyl carbamimidothioate",234811,down,69
"N-(4-Fluorophenyl)-4-phenyl-1,3-thiazol-2-amine_FE-58-ES32_batchid12_10uM_24h up","N-(4-Fluorophenyl)-4-phenyl-1,3-thiazol-2-amine",623055,up,60
"N-(4-Fluorophenyl)-4-phenyl-1,3-thiazol-2-amine_FE-58-ES32_batchid12_10uM_24h down","N-(4-Fluorophenyl)-4-phenyl-1,3-thiazol-2-amine",623055,down,16
4515_AE-69-CH29_batchid12_10uM_24h up,4515,4515,up,16
4515_AE-69-CH29_batchid12_10uM_24h down,4515,4515,down,14
655457_AC-40-DU58_batchid12_10uM_24h up,655457,655457,up,116
655457_AC-40-DU58_batchid12_10uM_24h down,655457,655457,down,60
Nelivaptan_HD-85-AJ28_batchid12_10uM_24h up,Nelivaptan,9895468,up,89
Nelivaptan_HD-85-AJ28_batchid12_10uM_24h down,Nelivaptan,9895468,down,27
2360773_CB-10-YX20_batchid12_10uM_24h up,2360773,2360773,up,45
2360773_CB-10-YX20_batchid12_10uM_24h down,2360773,2360773,down,9
Nilotinib_FA-30-KQ38_batchid12_10uM_24h up,Nilotinib,644241,up,46
Nilotinib_FA-30-KQ38_batchid12_10uM_24h down,Nilotinib,644241,down,29
3730790_GE-77-FY84_batchid12_10uM_24h up,3730790,3730790,up,53
3730790_GE-77-FY84_batchid12_10uM_24h down,3730790,3730790,down,92
11718911_DD-26-VR55_batchid12_10uM_24h up,11718911,11718911,up,689
11718911_DD-26-VR55_batchid12_10uM_24h down,11718911,11718911,down,498
10239341_DF-57-BL63_batchid12_10uM_24h up,10239341,10239341,up,57
