signature_name,drug_name,cid,direction,num_genes
4575073_YA-82-VS66_batchid27_1uM_24h down,4575073,4575073,down,37
CB1R antagonist 1_AB-07-AZ97_batchid27_1uM_24h up,CB1R antagonist 1,2729560,up,58
CB1R antagonist 1_AB-07-AZ97_batchid27_1uM_24h down,CB1R antagonist 1,2729560,down,11
Necrosulfonamide_CB-87-GT98_batchid27_1uM_24h up,Necrosulfonamide,1566236,up,16
Necrosulfonamide_CB-87-GT98_batchid27_1uM_24h down,Necrosulfonamide,1566236,down,243
66850340_DC-17-ZB19_batchid27_1uM_24h up,66850340,66850340,up,13
Importazole_BC-02-SI44_batchid27_1uM_24h up,Importazole,2949965,up,52
Importazole_BC-02-SI44_batchid27_1uM_24h down,Importazole,2949965,down,26
9888376_DB-55-UX87_batchid27_1uM_24h up,9888376,9888376,up,7
9888376_DB-55-UX87_batchid27_1uM_24h down,9888376,9888376,down,48
Tanespimycin_BE-17-CS60_batchid27_1uM_24h up,Tanespimycin,6505803,up,1195
Tanespimycin_BE-17-CS60_batchid27_1uM_24h down,Tanespimycin,6505803,down,1011
Laduviglusib_AA-70-DH87_batchid27_1uM_24h up,Laduviglusib,9956119,up,50
Laduviglusib_AA-70-DH87_batchid27_1uM_24h down,Laduviglusib,9956119,down,47
9820526_VC-19-YG34_batchid27_1uM_24h up,9820526,9820526,up,481
9820526_VC-19-YG34_batchid27_1uM_24h down,9820526,9820526,down,554
57835538_AA-74-ON06_batchid27_1uM_24h up,57835538,57835538,up,13
57835538_AA-74-ON06_batchid27_1uM_24h down,57835538,57835538,down,5
117991392_TD-18-FT48_batchid27_1uM_24h up,117991392,117991392,up,8
4877_IC-91-IX22_batchid27_1uM_24h up,4877,4877,up,66
4877_IC-91-IX22_batchid27_1uM_24h down,4877,4877,down,123
11485200_KB-77-BA46_batchid27_1uM_24h up,11485200,11485200,up,415
11485200_KB-77-BA46_batchid27_1uM_24h down,11485200,11485200,down,651
_DE-00-JU18_batchid27_1uM_24h up,,,up,406
_DE-00-JU18_batchid27_1uM_24h down,,,down,413
N-[2-(1H-indol-3-yl)ethyl]benzenesulfonamide_CF-26-ME34_batchid27_1uM_24h up,N-[2-(1H-indol-3-yl)ethyl]benzenesulfonamide,2475352,up,16
N-[2-(1H-indol-3-yl)ethyl]benzenesulfonamide_CF-26-ME34_batchid27_1uM_24h down,N-[2-(1H-indol-3-yl)ethyl]benzenesulfonamide,2475352,down,18
2971453_FE-73-PS05_batchid27_1uM_24h up,2971453,2971453,up,6
2971453_FE-73-PS05_batchid27_1uM_24h down,2971453,2971453,down,11
67974488_DE-48-FF01_batchid27_1uM_24h up,67974488,67974488,up,213
67974488_DE-48-FF01_batchid27_1uM_24h down,67974488,67974488,down,54
Baclofen_AF-10-QK79_batchid27_1uM_24h up,Baclofen,2284,up,21
Baclofen_AF-10-QK79_batchid27_1uM_24h down,Baclofen,2284,down,55
667730_DB-28-SP20_batchid27_1uM_24h up,667730,667730,up,52
667730_DB-28-SP20_batchid27_1uM_24h down,667730,667730,down,59
11-Deoxy-PGE1_HA-40-OT25_batchid27_1uM_24h up,11-Deoxy-PGE1,5283055,up,7
9568077_JB-75-NC66_batchid27_1uM_24h up,9568077,9568077,up,378
9568077_JB-75-NC66_batchid27_1uM_24h down,9568077,9568077,down,2000
Capsaicin_AB-98-HT45_batchid27_1uM_24h up,Capsaicin,1548943,up,18
Capsaicin_AB-98-HT45_batchid27_1uM_24h down,Capsaicin,1548943,down,18
16050391_LA-66-RT74_batchid27_1uM_24h up,16050391,16050391,up,62
16050391_LA-66-RT74_batchid27_1uM_24h down,16050391,16050391,down,72
11277418_VE-28-FM71_batchid27_1uM_24h up,11277418,11277418,up,8
Dofetilide_EE-18-HW72_batchid27_1uM_24h up,Dofetilide,71329,up,150
Dofetilide_EE-18-HW72_batchid27_1uM_24h down,Dofetilide,71329,down,112
6-(Propylamino)nicotinic acid_XC-65-XN91_batchid27_1uM_24h up,6-(Propylamino)nicotinic acid,28399946,up,257
6-(Propylamino)nicotinic acid_XC-65-XN91_batchid27_1uM_24h down,6-(Propylamino)nicotinic acid,28399946,down,461
Mirtazapine_AC-67-ZF49_batchid27_1uM_24h up,Mirtazapine,4205,up,11
Mirtazapine_AC-67-ZF49_batchid27_1uM_24h down,Mirtazapine,4205,down,5
Acamprosate_LA-27-FR67_batchid27_1uM_24h up,Acamprosate,71158,up,51
Acamprosate_LA-27-FR67_batchid27_1uM_24h down,Acamprosate,71158,down,59
11314340_BB-86-BE19_batchid27_1uM_24h up,11314340,11314340,up,1039
11314340_BB-86-BE19_batchid27_1uM_24h down,11314340,11314340,down,1173
90886945_NC-29-PY58_batchid27_1uM_24h up,90886945,90886945,up,80
90886945_NC-29-PY58_batchid27_1uM_24h down,90886945,90886945,down,22
24753707_OE-04-VO07_batchid27_1uM_24h up,24753707,24753707,up,29
24753707_OE-04-VO07_batchid27_1uM_24h down,24753707,24753707,down,8
_VA-48-TW80_batchid27_1uM_24h up,,,up,156
_VA-48-TW80_batchid27_1uM_24h down,,,down,56
9815923_DC-22-HS83_batchid27_1uM_24h up,9815923,9815923,up,177
9815923_DC-22-HS83_batchid27_1uM_24h down,9815923,9815923,down,39
44397706_MA-25-RP17_batchid27_1uM_24h up,44397706,44397706,up,12
44397706_MA-25-RP17_batchid27_1uM_24h down,44397706,44397706,down,23
Cdn1163_BD-58-PT20_batchid27_1uM_24h up,Cdn1163,16016585,up,302
Cdn1163_BD-58-PT20_batchid27_1uM_24h down,Cdn1163,16016585,down,199
UT-B-IN-1_SE-29-ZA15_batchid27_1uM_24h up,UT-B-IN-1,16019476,up,8
UT-B-IN-1_SE-29-ZA15_batchid27_1uM_24h down,UT-B-IN-1,16019476,down,9
51033723_AA-88-PJ86_batchid27_1uM_24h up,51033723,51033723,up,1150
51033723_AA-88-PJ86_batchid27_1uM_24h down,51033723,51033723,down,1328
59536684_AA-77-MP68_batchid27_1uM_24h up,59536684,59536684,up,9
59536684_AA-77-MP68_batchid27_1uM_24h down,59536684,59536684,down,8
42641862_AC-28-RT00_batchid27_1uM_24h up,42641862,42641862,up,954
42641862_AC-28-RT00_batchid27_1uM_24h down,42641862,42641862,down,1429
1504_GC-81-IA52_batchid27_1uM_24h up,1504,1504,up,134
1504_GC-81-IA52_batchid27_1uM_24h down,1504,1504,down,48
10203781_SB-94-ZA83_batchid27_1uM_24h up,10203781,10203781,up,204
10203781_SB-94-ZA83_batchid27_1uM_24h down,10203781,10203781,down,1081
25012413_GD-23-GS20_batchid27_1uM_24h up,25012413,25012413,up,22
25012413_GD-23-GS20_batchid27_1uM_24h down,25012413,25012413,down,7
Midostaurin_BB-42-FF52_batchid27_1uM_24h up,Midostaurin,9829523,up,574
Midostaurin_BB-42-FF52_batchid27_1uM_24h down,Midostaurin,9829523,down,378
_KC-48-OO62_batchid27_1uM_24h up,,,up,186
_KC-48-OO62_batchid27_1uM_24h down,,,down,65
44195094_GB-06-BA49_batchid27_1uM_24h up,44195094,44195094,up,242
44195094_GB-06-BA49_batchid27_1uM_24h down,44195094,44195094,down,294
67538150_GF-46-FA29_batchid27_1uM_24h up,67538150,67538150,up,19
67538150_GF-46-FA29_batchid27_1uM_24h down,67538150,67538150,down,24
146680900_DB-20-QK39_batchid27_1uM_24h up,146680900,146680900,up,62
146680900_DB-20-QK39_batchid27_1uM_24h down,146680900,146680900,down,37
11848679_AF-23-HJ84_batchid27_1uM_24h up,11848679,11848679,up,12
11848679_AF-23-HJ84_batchid27_1uM_24h down,11848679,11848679,down,24
Tcs OX2 29_LD-96-DG13_batchid27_1uM_24h up,Tcs OX2 29,10408514,up,10
Tcs OX2 29_LD-96-DG13_batchid27_1uM_24h down,Tcs OX2 29,10408514,down,5
Pictilisib_AE-88-WQ63_batchid27_1uM_24h up,Pictilisib,17755052,up,203
Pictilisib_AE-88-WQ63_batchid27_1uM_24h down,Pictilisib,17755052,down,232
3-Hydroxyanthranilic Acid_GF-58-OL90_batchid27_1uM_24h down,3-Hydroxyanthranilic Acid,86,down,6
1365092_FE-26-GO83_batchid27_1uM_24h up,1365092,1365092,up,9
1365092_FE-26-GO83_batchid27_1uM_24h down,1365092,1365092,down,5
9895762_RE-44-GR79_batchid27_1uM_24h up,9895762,9895762,up,41
9895762_RE-44-GR79_batchid27_1uM_24h down,9895762,9895762,down,38
_XD-40-HA98_batchid27_1uM_24h up,,,up,8
_XD-40-HA98_batchid27_1uM_24h down,,,down,14
N-Salicyloyltryptamine_NB-61-FT12_batchid27_1uM_24h up,N-Salicyloyltryptamine,10356316,up,14
N-Salicyloyltryptamine_NB-61-FT12_batchid27_1uM_24h down,N-Salicyloyltryptamine,10356316,down,96
Cytisinicline_HA-83-HZ77_batchid27_1uM_24h up,Cytisinicline,10235,up,79
Cytisinicline_HA-83-HZ77_batchid27_1uM_24h down,Cytisinicline,10235,down,37
9795862_BD-51-DB15_batchid27_1uM_24h up,9795862,9795862,up,5
9795862_BD-51-DB15_batchid27_1uM_24h down,9795862,9795862,down,10
4880709_LE-60-VC29_batchid27_1uM_24h up,4880709,4880709,up,38
4880709_LE-60-VC29_batchid27_1uM_24h down,4880709,4880709,down,18
"4-(3-bromophenyl)-1H-1,2,3-triazole_VB-27-PZ25_batchid27_1uM_24h up","4-(3-bromophenyl)-1H-1,2,3-triazole",6400901,up,258
"4-(3-bromophenyl)-1H-1,2,3-triazole_VB-27-PZ25_batchid27_1uM_24h down","4-(3-bromophenyl)-1H-1,2,3-triazole",6400901,down,153
Cytarabine_DE-58-OW37_batchid27_1uM_24h up,Cytarabine,6253,up,587
Cytarabine_DE-58-OW37_batchid27_1uM_24h down,Cytarabine,6253,down,383
9856983_RC-18-AD40_batchid27_1uM_24h up,9856983,9856983,up,181
9856983_RC-18-AD40_batchid27_1uM_24h down,9856983,9856983,down,48
59619873_PF-59-CY33_batchid27_1uM_24h up,59619873,59619873,up,1503
59619873_PF-59-CY33_batchid27_1uM_24h down,59619873,59619873,down,1315
Tavaborole_PC-05-MI00_batchid27_1uM_24h up,Tavaborole,11499245,up,39
Tavaborole_PC-05-MI00_batchid27_1uM_24h down,Tavaborole,11499245,down,28
Pitolisant_FB-67-PL18_batchid27_1uM_24h up,Pitolisant,9948102,up,187
Pitolisant_FB-67-PL18_batchid27_1uM_24h down,Pitolisant,9948102,down,112
25210493_CA-31-EL19_batchid27_1uM_24h up,25210493,25210493,up,204
25210493_CA-31-EL19_batchid27_1uM_24h down,25210493,25210493,down,103
Filorexant_FF-08-DP35_batchid27_1uM_24h up,Filorexant,25128145,up,5
89907349_BF-24-JN36_batchid27_1uM_24h up,89907349,89907349,up,71
89907349_BF-24-JN36_batchid27_1uM_24h down,89907349,89907349,down,20
11200344_TD-69-UA90_batchid27_1uM_24h up,11200344,11200344,up,430
11200344_TD-69-UA90_batchid27_1uM_24h down,11200344,11200344,down,954
Telcagepant_FE-27-XB49_batchid27_1uM_24h up,Telcagepant,11319053,up,90
Telcagepant_FE-27-XB49_batchid27_1uM_24h down,Telcagepant,11319053,down,16
Mk-3207_GC-02-TV70_batchid27_1uM_24h up,Mk-3207,25019940,up,225
Mk-3207_GC-02-TV70_batchid27_1uM_24h down,Mk-3207,25019940,down,424
Belnacasan_HC-16-SU62_batchid27_1uM_24h up,Belnacasan,11398092,up,32
Belnacasan_HC-16-SU62_batchid27_1uM_24h down,Belnacasan,11398092,down,10
CID 56946209_WC-09-GD62_batchid27_1uM_24h up,CID 56946209,56946209,up,2000
CID 56946209_WC-09-GD62_batchid27_1uM_24h down,CID 56946209,56946209,down,2000
52912189_AF-30-GH67_batchid27_1uM_24h up,52912189,52912189,up,290
52912189_AF-30-GH67_batchid27_1uM_24h down,52912189,52912189,down,584
121230617_YA-85-VH07_batchid27_1uM_24h up,121230617,121230617,up,1076
121230617_YA-85-VH07_batchid27_1uM_24h down,121230617,121230617,down,930
(S)-blebbistatin_AC-24-NX95_batchid27_1uM_24h up,(S)-blebbistatin,5287792,up,17
(S)-blebbistatin_AC-24-NX95_batchid27_1uM_24h down,(S)-blebbistatin,5287792,down,11
Acebilustat_MC-43-PK30_batchid27_1uM_24h up,Acebilustat,68488178,up,110
Acebilustat_MC-43-PK30_batchid27_1uM_24h down,Acebilustat,68488178,down,64
Gsk417651A_CA-23-CC52_batchid27_1uM_24h up,Gsk417651A,1096735,up,118
Gsk417651A_CA-23-CC52_batchid27_1uM_24h down,Gsk417651A,1096735,down,41
122707126_LE-81-PG11_batchid27_1uM_24h up,122707126,122707126,up,23
122707126_LE-81-PG11_batchid27_1uM_24h down,122707126,122707126,down,10
_YD-49-HM53_batchid27_1uM_24h up,,,up,2000
_YD-49-HM53_batchid27_1uM_24h down,,,down,2000
VU-0238429_MA-58-RR04_batchid27_1uM_24h up,VU-0238429,42633508,up,1024
VU-0238429_MA-58-RR04_batchid27_1uM_24h down,VU-0238429,42633508,down,872
132010322_DA-27-BW40_batchid27_1uM_24h up,132010322,132010322,up,709
132010322_DA-27-BW40_batchid27_1uM_24h down,132010322,132010322,down,547
91757965_AE-67-DS75_batchid27_1uM_24h up,91757965,91757965,up,19
91757965_AE-67-DS75_batchid27_1uM_24h down,91757965,91757965,down,13
Prt-4165_XD-60-SU16_batchid27_1uM_24h up,Prt-4165,207893,up,11
Prt-4165_XD-60-SU16_batchid27_1uM_24h down,Prt-4165,207893,down,9
76324808_BC-74-QN56_batchid27_1uM_24h up,76324808,76324808,up,190
76324808_BC-74-QN56_batchid27_1uM_24h down,76324808,76324808,down,107
Domperidone_AE-95-ZK81_batchid27_1uM_24h up,Domperidone,3151,up,10
Domperidone_AE-95-ZK81_batchid27_1uM_24h down,Domperidone,3151,down,5
_RD-37-PW33_batchid27_1uM_24h up,,,up,59
_RD-37-PW33_batchid27_1uM_24h down,,,down,200
_AA-71-XO01_batchid27_1uM_24h up,,,up,146
_AA-71-XO01_batchid27_1uM_24h down,,,down,143
10914997_WC-16-IR43_batchid27_1uM_24h up,10914997,10914997,up,2000
10914997_WC-16-IR43_batchid27_1uM_24h down,10914997,10914997,down,2000
11058796_CB-73-HZ47_batchid27_1uM_24h up,11058796,11058796,up,163
11058796_CB-73-HZ47_batchid27_1uM_24h down,11058796,11058796,down,78
5353765_BD-18-MM33_batchid27_1uM_24h up,5353765,5353765,up,1722
5353765_BD-18-MM33_batchid27_1uM_24h down,5353765,5353765,down,1516
Tesaglitazar_VD-08-TC47_batchid27_1uM_24h up,Tesaglitazar,208901,up,199
Tesaglitazar_VD-08-TC47_batchid27_1uM_24h down,Tesaglitazar,208901,down,219
Irinotecan_AE-14-NN26_batchid27_1uM_24h up,Irinotecan,60838,up,283
Irinotecan_AE-14-NN26_batchid27_1uM_24h down,Irinotecan,60838,down,285
Topotecan_DC-47-KV62_batchid27_1uM_24h up,Topotecan,60700,up,1318
Topotecan_DC-47-KV62_batchid27_1uM_24h down,Topotecan,60700,down,1416
Batimastat_AA-15-HO31_batchid27_1uM_24h up,Batimastat,5362422,up,96
Batimastat_AA-15-HO31_batchid27_1uM_24h down,Batimastat,5362422,down,21
24849323_DB-40-GN91_batchid27_1uM_24h up,24849323,24849323,up,178
24849323_DB-40-GN91_batchid27_1uM_24h down,24849323,24849323,down,40
101476432_RC-52-AC88_batchid27_1uM_24h up,101476432,101476432,up,113
101476432_RC-52-AC88_batchid27_1uM_24h down,101476432,101476432,down,103
Atorvastatin_FA-66-LB92_batchid27_1uM_24h up,Atorvastatin,60823,up,21
Atorvastatin_FA-66-LB92_batchid27_1uM_24h down,Atorvastatin,60823,down,14
protein kinase inhibitor H89_AE-36-JB67_batchid27_1uM_24h up,protein kinase inhibitor H89,449241,up,9
protein kinase inhibitor H89_AE-36-JB67_batchid27_1uM_24h down,protein kinase inhibitor H89,449241,down,20
25173265_HC-38-KI38_batchid27_1uM_24h up,25173265,25173265,up,246
25173265_HC-38-KI38_batchid27_1uM_24h down,25173265,25173265,down,647
10022738_VD-88-MW70_batchid27_1uM_24h up,10022738,10022738,up,1372
10022738_VD-88-MW70_batchid27_1uM_24h down,10022738,10022738,down,1306
Oseltamivir Acid_PA-40-NS72_batchid27_1uM_24h up,Oseltamivir Acid,449381,up,119
Oseltamivir Acid_PA-40-NS72_batchid27_1uM_24h down,Oseltamivir Acid,449381,down,83
BPKDi_CC-09-YG11_batchid27_1uM_24h up,BPKDi,46901383,up,78
BPKDi_CC-09-YG11_batchid27_1uM_24h down,BPKDi,46901383,down,55
24812223_HB-96-QD61_batchid27_1uM_24h up,24812223,24812223,up,13
24812223_HB-96-QD61_batchid27_1uM_24h down,24812223,24812223,down,9
25235948_AD-41-WB70_batchid27_1uM_24h up,25235948,25235948,up,226
25235948_AD-41-WB70_batchid27_1uM_24h down,25235948,25235948,down,121
44235037_EE-03-SG02_batchid27_1uM_24h up,44235037,44235037,up,2000
44235037_EE-03-SG02_batchid27_1uM_24h down,44235037,44235037,down,2000
Raloxifene_AA-27-LG62_batchid27_1uM_24h up,Raloxifene,5035,up,40
Raloxifene_AA-27-LG62_batchid27_1uM_24h down,Raloxifene,5035,down,45
4299_AD-06-OB47_batchid27_1uM_24h up,4299,4299,up,962
4299_AD-06-OB47_batchid27_1uM_24h down,4299,4299,down,931
Mifepristone_BD-23-MT28_batchid27_1uM_24h up,Mifepristone,55245,up,34
Mifepristone_BD-23-MT28_batchid27_1uM_24h down,Mifepristone,55245,down,10
SB 218795_DD-66-VY52_batchid27_1uM_24h up,SB 218795,6604858,up,307
SB 218795_DD-66-VY52_batchid27_1uM_24h down,SB 218795,6604858,down,317
SB 221284_AC-57-ZF49_batchid27_1uM_24h up,SB 221284,443389,up,383
SB 221284_AC-57-ZF49_batchid27_1uM_24h down,SB 221284,443389,down,116
Omacetaxine Mepesuccinate_EA-18-FP00_batchid27_10uM_24h up,Omacetaxine Mepesuccinate,285033,up,691
Omacetaxine Mepesuccinate_EA-18-FP00_batchid27_10uM_24h down,Omacetaxine Mepesuccinate,285033,down,574
Nocodazole_BC-00-YH62_batchid27_1uM_24h up,Nocodazole,4122,up,1321
Nocodazole_BC-00-YH62_batchid27_1uM_24h down,Nocodazole,4122,down,1380
Navitoclax_CC-50-FK24_batchid27_1uM_24h up,Navitoclax,24978538,up,308
Navitoclax_CC-50-FK24_batchid27_1uM_24h down,Navitoclax,24978538,down,331
Taranabant_CE-40-VU73_batchid27_1uM_24h up,Taranabant,11226090,up,22
Taranabant_CE-40-VU73_batchid27_1uM_24h down,Taranabant,11226090,down,10
4858_OC-40-XI13_batchid27_1uM_24h up,4858,4858,up,246
4858_OC-40-XI13_batchid27_1uM_24h down,4858,4858,down,261
11280933_CD-12-NI84_batchid27_1uM_24h up,11280933,11280933,up,65
11280933_CD-12-NI84_batchid27_1uM_24h down,11280933,11280933,down,76
Apilimod_EC-01-PH79_batchid27_1uM_24h up,Apilimod,10173277,up,596
Apilimod_EC-01-PH79_batchid27_1uM_24h down,Apilimod,10173277,down,828
Selumetinib_EB-30-VD02_batchid27_1uM_24h up,Selumetinib,10127622,up,189
Selumetinib_EB-30-VD02_batchid27_1uM_24h down,Selumetinib,10127622,down,71
_DC-91-ME12_batchid27_1uM_24h up,,,up,6
Nky80_AB-00-IL62_batchid27_1uM_24h up,Nky80,2772368,up,336
Nky80_AB-00-IL62_batchid27_1uM_24h down,Nky80,2772368,down,852
Olaparib_FA-70-ZG69_batchid27_1uM_24h up,Olaparib,23725625,up,49
Olaparib_FA-70-ZG69_batchid27_1uM_24h down,Olaparib,23725625,down,44
2882155_FE-69-HJ93_batchid27_1uM_24h up,2882155,2882155,up,112
2882155_FE-69-HJ93_batchid27_1uM_24h down,2882155,2882155,down,60
56970466_BA-10-WH12_batchid27_1uM_24h up,56970466,56970466,up,119
56970466_BA-10-WH12_batchid27_1uM_24h down,56970466,56970466,down,207
11637090_CD-05-PU90_batchid27_1uM_24h up,11637090,11637090,up,133
11637090_CD-05-PU90_batchid27_1uM_24h down,11637090,11637090,down,181
_LC-57-RH78_batchid27_1uM_24h up,,,up,291
_LC-57-RH78_batchid27_1uM_24h down,,,down,102
24896609_JC-96-ID26_batchid27_1uM_24h up,24896609,24896609,up,307
24896609_JC-96-ID26_batchid27_1uM_24h down,24896609,24896609,down,105
IKK-3 Inhibitor_DC-78-CM38_batchid27_1uM_24h up,IKK-3 Inhibitor,11626927,up,322
IKK-3 Inhibitor_DC-78-CM38_batchid27_1uM_24h down,IKK-3 Inhibitor,11626927,down,498
44141268_FA-39-ZT32_batchid27_1uM_24h up,44141268,44141268,up,30
44141268_FA-39-ZT32_batchid27_1uM_24h down,44141268,44141268,down,7
AZ-628_LA-10-VZ79_batchid27_1uM_24h up,AZ-628,11676786,up,119
AZ-628_LA-10-VZ79_batchid27_1uM_24h down,AZ-628,11676786,down,225
Vemurafenib_DB-98-LQ88_batchid27_1uM_24h up,Vemurafenib,42611257,up,134
Vemurafenib_DB-98-LQ88_batchid27_1uM_24h down,Vemurafenib,42611257,down,57
Oltipraz_HA-30-KD77_batchid27_1uM_24h up,Oltipraz,47318,up,170
Oltipraz_HA-30-KD77_batchid27_1uM_24h down,Oltipraz,47318,down,281
4216_AD-20-KA75_batchid27_1uM_24h up,4216,4216,up,43
4216_AD-20-KA75_batchid27_1uM_24h down,4216,4216,down,54
86573554_DA-42-BI19_batchid27_1uM_24h up,86573554,86573554,up,74
86573554_DA-42-BI19_batchid27_1uM_24h down,86573554,86573554,down,62
_BD-11-DV28_batchid27_10uM_24h up,,,up,2000
_BD-11-DV28_batchid27_10uM_24h down,,,down,2000
46244538_FC-22-VC55_batchid27_1uM_24h up,46244538,46244538,up,127
46244538_FC-22-VC55_batchid27_1uM_24h down,46244538,46244538,down,160
5311451_TA-21-GI75_batchid27_1uM_24h up,5311451,5311451,up,183
5311451_TA-21-GI75_batchid27_1uM_24h down,5311451,5311451,down,82
139600315_CD-97-ZV62_batchid27_1uM_24h up,139600315,139600315,up,483
139600315_CD-97-ZV62_batchid27_1uM_24h down,139600315,139600315,down,584
11211051_RB-22-TT44_batchid27_1uM_24h up,11211051,11211051,up,91
11211051_RB-22-TT44_batchid27_1uM_24h down,11211051,11211051,down,57
16123436_FD-65-VN78_batchid27_1uM_24h up,16123436,16123436,up,13
16123436_FD-65-VN78_batchid27_1uM_24h down,16123436,16123436,down,13
Gsk983_RD-64-KA33_batchid27_1uM_24h up,Gsk983,11416123,up,120
Gsk983_RD-64-KA33_batchid27_1uM_24h down,Gsk983,11416123,down,43
71553607_CC-03-PW00_batchid27_1uM_24h up,71553607,71553607,up,1183
71553607_CC-03-PW00_batchid27_1uM_24h down,71553607,71553607,down,1358
Adavosertib_JA-85-SW39_batchid27_1uM_24h up,Adavosertib,24856436,up,1104
Adavosertib_JA-85-SW39_batchid27_1uM_24h down,Adavosertib,24856436,down,914
2-Chloro-5-nitro-N-4-pyridinylbenzamide_DE-65-KO26_batchid27_1uM_24h up,2-Chloro-5-nitro-N-4-pyridinylbenzamide,2777391,up,123
2-Chloro-5-nitro-N-4-pyridinylbenzamide_DE-65-KO26_batchid27_1uM_24h down,2-Chloro-5-nitro-N-4-pyridinylbenzamide,2777391,down,98
Nvs-SM2_AB-21-VE32_batchid27_1uM_24h up,Nvs-SM2,136598218,up,1147
Nvs-SM2_AB-21-VE32_batchid27_1uM_24h down,Nvs-SM2,136598218,down,1117
Gsk-J4_NA-30-HS87_batchid27_1uM_24h up,Gsk-J4,71729975,up,1842
Gsk-J4_NA-30-HS87_batchid27_1uM_24h down,Gsk-J4,71729975,down,2000
Unc0642_GC-49-HD44_batchid27_1uM_24h up,Unc0642,53315878,up,55
Unc0642_GC-49-HD44_batchid27_1uM_24h down,Unc0642,53315878,down,11
Setanaxib_IF-06-KQ42_batchid27_1uM_24h up,Setanaxib,58496428,up,98
Setanaxib_IF-06-KQ42_batchid27_1uM_24h down,Setanaxib,58496428,down,143
2210370_AF-71-GL94_batchid27_1uM_24h up,2210370,2210370,up,10
2210370_AF-71-GL94_batchid27_1uM_24h down,2210370,2210370,down,12
Ilk-IN-1_CC-17-JL38_batchid27_1uM_24h up,Ilk-IN-1,51051074,up,13
_YF-77-FV50_batchid27_1uM_24h up,,,up,10
Lusutrombopag_QA-30-EV79_batchid27_1uM_24h up,Lusutrombopag,49843517,up,53
Lusutrombopag_QA-30-EV79_batchid27_1uM_24h down,Lusutrombopag,49843517,down,26
89655253_AB-43-XJ34_batchid27_1uM_24h up,89655253,89655253,up,172
89655253_AB-43-XJ34_batchid27_1uM_24h down,89655253,89655253,down,107
1328033_EF-33-IW50_batchid27_1uM_24h up,1328033,1328033,up,161
1328033_EF-33-IW50_batchid27_1uM_24h down,1328033,1328033,down,90
Cpi-203_AE-32-DP61_batchid27_1uM_24h up,Cpi-203,71291068,up,559
Cpi-203_AE-32-DP61_batchid27_1uM_24h down,Cpi-203,71291068,down,796
54685215_EF-30-GD67_batchid27_1uM_24h up,54685215,54685215,up,92
54685215_EF-30-GD67_batchid27_1uM_24h down,54685215,54685215,down,32
JTC-801 free base_CB-31-UO16_batchid27_1uM_24h up,JTC-801 free base,5311340,up,352
JTC-801 free base_CB-31-UO16_batchid27_1uM_24h down,JTC-801 free base,5311340,down,350
"US10934285, Example 23_AC-28-IT60_batchid27_1uM_24h up","US10934285, Example 23",137251368,up,6
"US10934285, Example 23_AC-28-IT60_batchid27_1uM_24h down","US10934285, Example 23",137251368,down,9
"1,4-Bis(4-(pyrrolidinyl)piperidinyl)benzamide_SA-37-YW78_batchid27_1uM_24h up","1,4-Bis(4-(pyrrolidinyl)piperidinyl)benzamide",56577044,up,30
"1,4-Bis(4-(pyrrolidinyl)piperidinyl)benzamide_SA-37-YW78_batchid27_1uM_24h down","1,4-Bis(4-(pyrrolidinyl)piperidinyl)benzamide",56577044,down,83
67347910_SC-25-HE80_batchid27_1uM_24h up,67347910,67347910,up,161
67347910_SC-25-HE80_batchid27_1uM_24h down,67347910,67347910,down,74
2-{3-(3-Fluorophenethyloxy)phenylamino}benzamide_HB-54-ZC59_batchid27_1uM_24h up,2-{3-(3-Fluorophenethyloxy)phenylamino}benzamide,60148504,up,12
2-{3-(3-Fluorophenethyloxy)phenylamino}benzamide_HB-54-ZC59_batchid27_1uM_24h down,2-{3-(3-Fluorophenethyloxy)phenylamino}benzamide,60148504,down,7
Nvs-cecr2-1_IC-28-HS37_batchid27_1uM_24h up,Nvs-cecr2-1,117072550,up,46
Nvs-cecr2-1_IC-28-HS37_batchid27_1uM_24h down,Nvs-cecr2-1,117072550,down,22
118552545_MB-53-WO35_batchid27_1uM_24h up,118552545,118552545,up,427
118552545_MB-53-WO35_batchid27_1uM_24h down,118552545,118552545,down,162
145949517_AD-82-OW73_batchid27_1uM_24h up,145949517,145949517,up,17
16666652_BC-33-BM51_batchid27_1uM_24h up,16666652,16666652,up,99
16666652_BC-33-BM51_batchid27_1uM_24h down,16666652,16666652,down,64
WAY 267464 Dihydrochloride_HB-95-ZG66_batchid27_1uM_24h up,WAY 267464 Dihydrochloride,135506374,up,8
WAY 267464 Dihydrochloride_HB-95-ZG66_batchid27_1uM_24h down,WAY 267464 Dihydrochloride,135506374,down,33
49878590_IB-94-WM88_batchid27_1uM_24h up,49878590,49878590,up,280
49878590_IB-94-WM88_batchid27_1uM_24h down,49878590,49878590,down,257
Hjc 0350_EB-82-QI99_batchid27_1uM_24h up,Hjc 0350,22200891,up,64
Hjc 0350_EB-82-QI99_batchid27_1uM_24h down,Hjc 0350,22200891,down,47
90059455_CB-29-AX17_batchid27_1uM_24h down,90059455,90059455,down,6
16193817_QE-04-BY06_batchid27_1uM_24h up,16193817,16193817,up,82
16193817_QE-04-BY06_batchid27_1uM_24h down,16193817,16193817,down,28
67377767_CA-53-TT18_batchid27_1uM_24h up,67377767,67377767,up,37
